Other,Tool,Economic,Connection,Info,Spanish,age,inc,party_lean,marital,educ2,emplnw,hisp,racem1
,,,,1,English,64,6,2,1,4,2,2,1
1,,,,,English,20,2,1,6,3,1,2,1
,,,,1,English,33,8,2,1,8,1,2,1
1,,,,,English,46,99,2,1,3,1,2,1
,,,,1,English,41,6,2,1,7,1,2,1
,,,,1,English,36,3,2,6,5,5,2,2
,,,,1,English,85,99,2,1,5,3,2,1
,,,,1,English,85,98,1,1,8,3,2,1
,,,,1,English,21,4,1,6,5,1,2,1
,,,,1,English,35,8,1,1,5,1,2,1
1,,,,,English,49,7,2,1,4,1,2,2
,,,1,1,English,74,7,1,1,8,1,1,1
1,,,,,English,63,99,2,8,6,3,2,1
,,,,1,English,29,2,9,2,3,1,2,1
,1,,1,1,English,45,7,1,3,6,1,2,4
,,,1,,English,86,5,2,5,8,3,1,9
,,,,1,English,52,9,1,1,6,1,2,1
,,,,1,English,20,6,1,6,3,2,2,1
,,,1,,English,39,9,1,1,8,1,2,1
,1,,,1,English,60,4,1,5,4,3,2,1
,,,1,,English,45,98,8,2,2,6,2,1
,,,,1,English,80,7,1,1,6,3,2,1
,,,,1,English,72,3,2,5,6,3,2,1
,,,,1,English,27,6,2,6,6,1,2,1
,,,,1,English,70,3,2,5,3,3,2,1
,1,,1,1,English,70,98,2,1,6,3,2,1
,,,,1,English,64,2,2,1,5,3,1,1
1,,,,,English,47,6,1,1,6,1,2,1
,,,,1,English,21,8,2,6,4,2,2,1
,,,,1,English,57,99,2,1,7,2,2,1
,,,,1,English,69,8,1,1,5,3,2,1
,,,1,,English,66,3,2,2,4,3,2,1
,,,1,,English,71,6,1,5,6,3,2,1
,,,,1,English,24,9,1,6,4,1,2,1
,,,,1,English,52,9,2,1,6,2,2,1
,,,1,,English,26,1,2,2,6,1,1,1
,,,1,,English,18,2,2,2,3,4,2,1
,,,1,1,English,64,7,2,3,6,2,2,1
,,1,1,,English,46,7,2,3,7,1,2,1
,,,1,,English,22,8,1,1,3,1,2,1
,,,1,,English,33,6,1,6,5,1,1,7
,,,1,,English,66,7,1,6,8,3,2,1
1,,,,,English,27,2,3,1,4,4,2,1
,,,1,,English,84,99,2,5,7,3,2,1
,,,,1,English,61,6,1,1,6,1,2,1
,,,1,1,English,67,8,2,1,8,2,2,1
,,,1,,English,79,4,2,1,4,3,2,1
,,,,1,English,58,6,1,1,5,2,2,1
,,,,1,English,68,4,2,1,5,3,2,2
,,,,1,English,33,8,2,1,6,1,2,3
,,,,1,English,43,8,1,1,6,1,2,1
,,,,1,English,38,2,1,1,4,1,1,1
,,,1,,English,58,7,2,1,5,4,1,7
,,,,1,English,84,99,1,5,4,3,2,1
1,,,,,English,68,2,4,1,6,3,2,1
,,,,1,English,26,5,1,2,3,2,1,2
,,,,1,English,29,3,1,5,3,2,2,1
,,,,1,English,70,2,1,3,3,3,2,1
,,,,1,English,19,1,2,6,3,2,1,7
,,,,1,English,55,8,2,1,6,5,2,1
,,,1,,English,55,7,3,3,4,1,2,1
,1,1,,1,English,23,6,1,6,6,5,2,3
,1,,,,English,43,8,1,1,6,2,2,1
,,,1,,English,30,4,2,6,5,1,1,7
,,,,1,English,22,7,1,2,6,7,2,1
,,,1,,English,60,9,2,1,3,1,2,9
,,,,1,English,29,7,2,1,8,1,2,1
,,,1,1,English,81,7,1,1,8,3,2,1
,,,,1,English,62,99,1,1,3,3,2,1
,,,,1,English,31,8,2,1,6,1,2,1
,,,,1,English,32,7,2,1,7,1,1,1
,,,,1,English,60,99,3,3,3,1,2,2
,,,1,,English,24,7,2,6,6,7,2,5
,,,,1,English,63,5,2,1,4,3,2,1
,,,,1,English,23,3,2,6,7,1,2,2
,,,,1,English,76,6,2,1,7,3,2,1
,,,,1,English,50,9,2,1,6,1,2,1
,,,,1,English,27,4,2,6,4,2,1,1
,1,,,1,English,68,3,3,5,3,3,2,1
,,,1,1,English,43,8,1,1,5,1,2,1
,,,1,,English,64,99,2,1,8,3,2,2
,,,,1,English,68,3,2,5,3,2,2,2
,,,1,,English,71,9,2,1,6,3,2,1
,,,,1,English,46,6,2,1,5,1,2,2
,,,1,,English,54,8,2,1,6,1,2,1
,,,1,1,English,57,8,2,1,7,1,2,2
1,,,,,English,57,7,1,2,6,3,2,1
,,,,1,English,62,6,2,1,6,1,2,1
1,,,,,English,51,9,1,1,7,1,2,1
,,1,,1,English,38,8,3,1,3,1,2,1
,1,,1,,English,40,1,2,6,4,4,2,1
,,,,1,English,70,99,2,6,6,3,2,1
,,,,1,English,61,7,1,1,7,1,2,1
,,,,1,English,72,7,2,2,7,4,2,1
,,,1,1,English,30,7,2,1,6,4,2,1
,,,1,,English,23,9,2,6,6,4,2,1
1,,,,,English,59,1,2,3,4,2,2,2
,,,1,,English,44,7,1,1,5,1,2,1
,,1,,,English,51,4,2,1,3,1,1,7
,,,1,1,English,29,6,2,6,6,1,1,1
,,,,1,English,69,99,1,9,6,1,2,1
,,,,1,English,30,3,2,6,3,4,2,2
,,,1,,English,31,3,2,6,8,2,2,1
,,,1,,English,44,1,2,6,4,4,2,2
,,,,1,English,25,7,2,6,6,1,1,1
,,,,1,English,42,99,1,1,6,1,2,1
,,,,1,English,90,4,1,5,5,3,2,1
1,,,,,English,19,7,1,6,4,2,2,1
,,,,1,English,61,9,2,1,8,1,2,1
,1,,1,1,English,27,7,2,6,8,1,2,1
,,,1,,English,61,9,1,1,7,1,2,1
,,,,1,English,56,6,1,1,3,1,2,1
,,,1,,English,26,2,1,2,3,1,2,8
1,,,,,English,27,5,2,6,6,1,2,2
,1,,,1,English,55,8,3,1,3,1,2,1
,,,,1,English,23,4,2,6,4,1,1,1
,,,,1,English,21,98,8,6,3,1,1,7
,,,1,1,English,26,5,1,1,6,1,2,1
,,,,1,English,39,2,2,3,3,1,2,1
,,,,1,English,44,8,1,1,1,1,2,5
,,,,1,English,70,2,1,3,5,3,1,1
,,,,1,English,36,2,2,4,4,4,2,1
,,,,1,English,47,5,2,3,6,1,2,2
,,,1,,English,70,4,2,3,4,3,2,2
,,,,1,English,59,8,2,1,8,1,2,1
,,,,1,English,18,1,2,6,3,4,2,2
,1,,,,English,83,2,3,5,2,3,2,1
,,,,,English,88,1,3,5,3,3,2,2
,1,,,,English,84,8,1,5,6,3,2,1
,,,,1,English,55,6,1,1,3,1,2,1
,,,1,,English,82,5,2,5,6,3,2,1
,1,,,,English,30,3,1,6,4,1,2,2
,,,1,,English,74,8,1,5,7,5,2,1
,,,,1,English,55,1,4,6,3,4,2,2
,,,,1,English,25,98,2,6,5,1,2,2
,,,1,,English,22,98,2,6,7,7,2,3
,,,1,,English,54,2,1,3,4,1,2,1
,,,,1,English,22,1,1,6,6,7,1,7
,,,,1,English,27,5,2,6,5,1,2,2
,,,1,,English,50,99,2,1,5,1,1,1
,,,1,1,English,31,98,4,6,3,4,2,1
,,,1,,English,69,9,2,1,6,3,2,1
,,,,1,English,57,7,1,1,5,1,2,1
,,,,1,English,62,9,1,1,4,1,2,1
,,,,1,English,42,4,2,2,4,1,1,7
,,,,1,English,40,4,8,6,3,1,2,1
,,,,1,English,54,99,1,1,6,3,2,2
,,,,1,English,60,9,1,1,8,1,2,1
1,,,,,English,75,9,3,1,3,5,2,1
,,,1,1,English,78,8,2,1,3,3,2,1
,,,,1,English,99,99,1,1,7,1,9,9
,,,,1,English,50,1,4,6,8,5,2,3
1,,,,,English,52,8,1,1,4,1,2,1
,,,,1,English,70,6,1,1,6,3,2,1
,,,,1,English,51,9,2,1,6,1,2,8
,1,,,1,English,59,9,2,1,6,1,2,1
,,,,1,English,45,1,2,6,6,2,2,1
,1,1,,,English,30,1,2,8,3,6,8,2
,1,,1,1,English,50,1,2,3,5,3,2,1
,,,,1,English,65,98,2,5,4,3,2,1
,,1,,1,English,41,8,2,1,6,6,2,1
,1,,,1,English,29,6,8,1,4,1,2,1
,,,,1,English,27,7,2,2,8,1,2,1
,,,,1,English,18,7,2,6,3,4,2,2
,,,,1,English,28,8,3,1,6,1,2,1
,1,,,,English,55,3,2,3,5,1,2,2
,,1,1,,English,72,9,2,1,8,5,2,1
,,,,1,English,65,6,1,1,4,3,2,9
,,,,1,English,29,99,2,6,6,1,2,2
,,,1,,English,29,1,1,6,6,1,2,1
,,,,1,English,23,4,2,6,6,7,2,1
,1,,,,English,69,7,1,1,4,3,2,1
,,,,1,English,64,3,2,3,6,3,2,1
,,,1,,English,62,3,1,1,4,6,2,1
,,,1,,English,68,6,2,3,7,2,2,1
,,,,1,English,51,5,2,1,3,1,1,7
,,,,1,English,70,7,2,1,8,5,2,1
,,,1,1,English,51,1,2,5,3,5,2,1
,,,,1,English,43,9,2,1,7,1,2,1
,,,,1,English,38,6,3,6,3,1,2,1
,,,1,1,English,32,9,1,6,6,1,2,1
,,,1,,English,39,3,1,2,6,2,2,8
,,,,1,English,42,8,2,1,6,2,2,3
,,,1,1,English,53,2,3,3,5,1,2,1
,,,1,,English,27,6,1,6,6,1,2,1
,,,,1,English,24,6,2,6,6,1,2,1
,1,,,,English,55,3,2,3,4,6,2,2
1,,,,,English,18,98,1,6,3,4,2,2
,,,,1,English,32,2,2,6,4,1,1,1
,,,,1,English,74,5,1,1,4,3,2,1
,,,1,1,English,59,6,2,1,5,1,2,1
,,,,1,English,50,5,1,1,8,1,2,2
,,,,1,English,67,7,1,3,6,3,2,1
,,,,1,English,59,5,1,1,4,3,2,1
,,,,1,English,55,9,2,1,3,1,1,7
,,,,1,English,38,7,2,6,6,4,2,1
,,,1,,English,41,9,1,1,6,1,2,1
,,,,1,English,36,8,1,1,6,1,2,1
,,,,1,English,36,8,1,1,8,1,2,1
,,,,1,English,51,3,1,3,3,1,2,1
,,,,1,English,43,99,2,9,4,1,2,2
,,,,1,English,66,8,2,1,8,3,2,1
1,,,,,English,56,7,1,1,4,8,2,1
1,,,,,English,52,3,3,1,3,1,2,1
,,,,1,English,88,98,2,1,3,3,2,1
,,,,1,English,43,8,2,1,7,1,2,1
,,,,1,English,64,6,2,5,6,3,2,1
,,,,1,English,30,3,2,6,6,1,2,1
,,,,1,English,38,8,2,1,7,1,2,1
,,,,1,English,71,9,1,1,6,3,2,1
,,,1,,English,56,2,2,3,3,3,2,2
,,,1,,English,34,9,2,1,6,1,2,3
,,,,1,English,30,4,2,6,6,1,2,1
,,,,1,English,51,7,1,1,6,1,2,1
,,1,,1,English,25,6,2,6,7,1,2,1
,,1,,,English,50,2,2,3,98,5,2,1
,,,,1,English,66,5,2,3,6,2,2,1
,,,1,,English,37,3,2,1,4,1,2,2
,,,,1,English,26,3,3,1,6,1,2,2
,,,1,,English,21,7,1,6,3,2,2,1
,1,,,1,English,66,8,2,5,8,3,2,1
,,,,1,English,73,3,1,5,3,6,2,1
,,,,1,English,20,98,4,6,3,4,1,7
,,,1,1,English,20,1,4,6,6,8,2,2
,,,,1,English,47,9,1,1,6,2,2,1
,1,,,,English,26,3,2,1,4,1,2,1
,,,,1,English,34,5,1,6,6,1,2,1
,,,,1,English,46,6,1,1,2,4,2,1
,,,,1,English,60,4,2,1,2,1,1,7
,,,,1,English,64,4,2,3,5,3,2,1
,,,,1,English,61,3,1,2,4,6,2,1
,,,,1,English,25,2,3,6,4,2,9,9
,,,1,,English,99,99,2,2,4,1,1,1
,,,,1,English,22,1,4,6,4,2,9,8
,,,1,,English,65,99,2,3,6,1,2,2
,,,1,,English,62,9,1,1,7,1,2,1
,,,,1,English,65,3,2,6,5,3,2,1
,,,,1,English,62,3,2,2,4,3,2,1
,,,,1,English,65,6,3,1,7,3,2,1
1,,,,,English,59,8,2,1,8,1,2,1
,,,,1,English,55,6,2,1,3,1,2,2
,,,1,1,English,35,2,2,3,4,1,2,1
,,,,,English,37,7,2,1,7,1,2,1
,,,,1,English,52,9,2,1,6,1,2,2
,,,1,1,English,56,8,2,4,8,1,9,9
,,,,1,English,71,5,2,5,6,3,2,1
,,,,1,English,71,8,1,1,6,3,2,1
,,1,,,English,50,5,3,5,6,1,2,1
,,,,1,English,66,9,1,1,4,3,2,1
,,,,1,English,69,2,2,6,8,3,2,1
,,,,1,English,38,9,3,1,7,1,2,1
,,,1,,English,74,2,2,5,2,3,2,2
,,1,,,English,60,1,2,3,5,6,2,1
,,,,1,English,46,4,1,6,4,1,2,1
,,,,1,English,30,7,2,1,6,1,2,1
,,,,1,English,24,5,1,1,6,2,2,1
,,,,1,English,51,1,1,6,3,5,2,1
,,,,1,English,47,3,2,2,2,4,1,1
,,,,1,English,36,5,2,6,5,1,2,1
,,,1,,English,18,4,1,6,3,1,2,1
,,,,1,English,50,99,3,1,6,1,2,9
1,,,,,English,69,8,2,1,7,1,2,1
,,,1,,English,18,4,2,6,3,2,2,1
,,1,,,English,32,6,2,6,7,1,2,1
,,,,1,English,27,7,4,6,2,1,2,1
,,,1,,English,70,3,1,3,5,3,2,1
,,,,1,English,37,7,2,6,6,1,2,1
,,,,1,English,66,3,2,1,1,3,1,7
,,,1,,English,46,7,1,1,5,1,2,1
,,,,1,English,55,6,2,1,8,2,2,1
,,,1,,English,49,6,1,2,3,2,2,1
,,,1,1,English,35,5,3,1,3,4,2,2
,,,,1,English,45,3,2,3,6,1,2,1
,,,,1,English,75,99,1,5,3,3,2,1
,,,1,,English,19,98,4,2,4,2,2,2
1,,,,,English,54,5,2,6,2,3,1,7
,,,,1,English,22,1,2,6,3,2,2,1
,1,,,,English,23,9,2,2,3,3,2,2
1,,,,,English,58,3,2,1,3,1,2,2
,,,1,,English,48,9,1,1,6,3,2,1
,,,,1,English,52,5,3,1,6,1,2,1
,,,,1,English,32,99,2,2,6,1,2,1
,,,1,,English,99,99,9,9,99,99,9,9
,,,1,,English,66,6,1,1,3,1,2,1
,,,1,,English,34,8,2,1,3,1,1,1
,1,,,,English,65,99,2,5,4,3,2,1
,,,,1,English,67,99,1,3,99,3,2,1
1,,,,,English,71,9,1,1,8,3,2,1
,,,,1,English,67,9,2,4,4,1,1,7
,1,,,1,English,40,3,2,6,7,4,2,2
,,1,,,English,26,5,2,6,6,1,1,7
,,,1,1,English,57,8,2,1,6,1,2,1
,,,,1,English,63,9,2,1,6,1,2,1
,1,1,1,1,English,28,5,2,6,7,1,2,1
,,,,1,English,60,8,1,1,6,1,2,1
,,,,1,English,57,8,2,1,3,1,2,1
,,,,1,English,40,8,2,1,8,1,2,1
,,,,1,English,71,98,1,5,3,3,2,1
,,,,1,English,25,4,2,1,6,1,2,1
,,,,1,English,31,9,2,6,6,1,2,2
,,1,,1,English,29,6,2,6,8,1,2,1
,,,1,,English,31,99,2,1,6,1,2,1
,,,,1,English,55,4,2,1,7,3,2,2
,,,,1,English,81,6,2,1,6,3,2,1
,,,,1,English,35,4,2,3,5,1,2,1
1,,,,,English,66,3,2,1,3,3,2,1
,,,1,,English,67,99,1,1,3,3,2,1
,,,,1,English,66,7,2,1,5,3,2,1
,,,,1,English,55,6,2,6,7,1,2,2
1,,,,,English,40,8,2,1,6,1,2,1
,,,,1,English,73,99,2,5,3,2,2,2
,,,1,,English,39,8,3,1,7,1,2,1
,1,,1,,English,44,2,2,2,3,2,2,1
,1,,,,English,67,4,1,3,3,5,2,1
,,,,1,English,71,3,2,6,4,3,2,1
,,,,1,English,47,8,2,6,6,1,2,2
,,,,1,English,21,3,2,6,5,2,2,1
,,,,1,English,47,9,2,3,7,1,2,1
,,,1,,English,78,2,2,3,6,3,2,1
1,,,,,English,99,99,2,9,5,99,9,9
,,,,1,English,63,2,1,3,3,3,2,2
,,,,1,English,36,8,2,3,6,1,2,1
,1,,,1,English,54,3,2,1,3,4,2,2
,,,,1,English,49,7,2,1,8,1,2,1
,,,,1,English,82,6,1,2,6,5,2,1
,,,,1,English,67,9,2,1,7,1,2,1
,,,1,,English,34,7,2,1,4,1,2,1
1,,,,,English,58,6,2,3,7,3,2,2
,,,1,,English,50,1,2,6,1,4,2,1
,,,1,1,English,48,7,1,1,4,2,2,1
,,,,1,English,55,9,2,1,8,4,2,1
,,,1,,English,63,8,2,1,6,2,2,2
,,1,1,,English,50,6,2,2,6,1,2,2
,,1,,1,English,49,3,1,5,3,1,2,2
,,,1,,English,41,8,3,1,4,1,2,1
,,,1,1,English,57,8,1,1,6,4,2,1
,,,,1,English,58,6,1,1,4,1,2,1
,,,,1,English,65,2,1,1,7,3,2,1
,,,,1,English,29,3,1,1,8,1,2,1
,,,1,1,English,51,9,1,1,6,2,2,1
1,,,,,English,80,8,4,5,7,3,2,9
,,,,1,English,50,99,9,3,4,1,2,3
,1,,,,English,83,99,2,5,8,3,2,1
,,,,1,English,54,9,2,1,6,1,2,1
,,,,1,English,22,9,1,6,4,7,1,1
,,,,1,English,27,3,2,6,6,1,1,7
,,,1,,English,63,7,3,1,6,3,2,1
,,,,1,English,41,5,2,1,6,2,2,1
,,,,1,English,58,99,1,1,5,1,2,1
,,,,1,English,29,3,2,1,5,1,1,1
,,,,1,English,24,6,2,6,6,1,2,3
,,,,1,English,29,6,4,6,4,1,2,1
1,,,,,English,59,1,2,1,2,6,1,1
,,,,1,English,61,2,1,4,5,6,2,1
,,,,1,English,39,8,1,1,5,1,2,1
1,,,,,English,32,2,1,1,3,1,2,1
,1,,,,English,63,7,3,1,5,3,2,1
,,,,1,English,66,2,2,1,4,3,1,1
,,,,1,English,43,8,4,3,3,1,2,1
,,,,1,English,30,99,9,9,99,99,9,9
,,,1,,English,53,9,2,1,7,5,2,1
,,,,1,English,66,9,1,1,7,3,2,1
1,,,,,English,63,6,1,1,6,5,2,1
,,,,1,English,74,4,1,2,6,3,2,1
,,,,1,English,70,6,2,3,6,3,2,1
,,,1,,English,37,3,3,4,1,2,1,3
,,,,1,English,49,9,1,1,5,1,2,1
1,,,,,English,84,99,4,5,4,3,2,2
,,,,1,English,45,8,1,1,5,5,2,2
,,,,1,English,31,7,2,2,7,1,2,1
1,,,,,English,18,8,1,6,2,2,2,1
,,,,1,English,62,3,2,5,3,1,2,2
,,,1,1,English,63,7,2,1,7,1,2,1
1,,,,,English,52,9,1,3,6,5,2,1
,,,1,,English,29,3,2,6,4,4,2,2
,,,,1,English,56,8,2,1,8,1,2,1
1,,,,,English,80,7,2,1,6,3,2,1
,1,,,1,English,42,4,1,6,7,7,1,1
,,,,1,English,27,7,1,2,5,1,2,1
,,1,,,English,76,6,1,1,4,3,2,1
1,,,,,English,75,3,4,3,2,1,2,5
,,,,1,English,21,7,1,6,4,1,2,1
,,,1,,English,60,4,1,1,5,3,2,1
,,,1,1,English,74,8,2,1,7,2,2,1
,,,1,,English,29,2,2,6,5,2,1,7
,,,1,,English,30,1,2,1,6,5,2,1
,,,,1,English,40,4,2,6,3,1,1,1
,,,1,,English,53,9,2,1,8,2,2,1
,,,1,,English,50,4,1,1,2,1,1,1
,,,1,,English,61,99,2,1,6,1,2,1
,,1,,1,English,35,3,2,1,4,2,2,1
,,,,1,English,42,99,1,1,6,1,1,1
,,1,1,,English,32,9,2,1,6,1,2,1
,,,,1,English,34,7,2,1,8,1,2,1
,,,,1,English,21,98,4,6,3,4,2,2
,,,1,,English,30,98,8,6,4,4,1,7
,,,,1,English,34,99,2,1,6,1,2,1
,,,1,1,English,28,8,3,6,7,1,2,3
1,,,,,English,23,98,2,6,5,2,2,2
,,,,1,English,75,8,1,1,2,3,2,1
,,,,1,English,52,7,2,1,4,1,2,1
,,,,1,English,36,8,1,1,8,1,2,1
,,,1,,English,69,9,3,1,7,1,2,1
,,,,1,English,80,6,1,1,6,3,2,1
,,,,1,English,19,99,9,6,4,1,2,2
,,,1,,English,33,1,2,6,4,4,2,1
1,,,,,English,67,9,2,1,6,2,2,1
,,,,1,English,69,99,9,1,5,3,2,1
,1,,,,English,34,2,2,6,4,2,2,1
,,,,1,English,67,9,1,1,7,1,9,9
,,,,1,English,33,9,2,1,6,1,2,1
,,,1,,English,64,5,3,5,4,1,2,1
,,,,1,English,60,9,1,1,5,1,2,2
,,,,1,English,64,2,2,6,4,3,2,2
1,,,,,English,51,9,2,1,6,1,2,1
,,,1,,English,37,4,2,2,6,1,2,3
,,,,1,English,51,9,2,1,8,2,2,1
,,,,1,English,36,1,1,4,3,6,2,1
,1,,,,English,73,5,2,1,5,3,2,1
,,,1,,English,27,6,2,1,4,1,2,1
,1,,,1,English,31,2,1,1,4,1,1,7
,,,,1,English,61,7,2,1,7,3,1,7
,,,,1,English,40,6,2,6,8,1,2,2
,,,,1,English,67,7,2,1,3,3,2,1
,,,,1,English,70,8,1,5,8,3,2,1
,,,,1,English,80,9,1,1,8,3,2,1
,,,1,,English,68,4,1,1,8,3,2,1
,,,1,,English,52,7,1,6,4,1,1,7
,,,1,,English,66,99,2,1,6,3,2,1
,,,1,1,English,45,7,2,6,8,1,2,2
,,,1,,English,46,9,1,1,8,1,2,3
,,,1,,English,19,7,2,6,3,4,2,1
,,,,1,English,36,99,2,1,6,1,2,3
,,,,1,English,67,9,1,1,8,3,2,1
,,1,,1,English,28,6,2,2,7,4,2,1
1,,,,,English,20,6,2,6,2,4,2,2
,,,,1,English,27,6,2,2,6,1,2,2
,,,1,1,English,34,2,3,1,6,2,2,9
,,,,1,English,19,98,1,6,4,2,2,1
,,,,1,English,45,9,2,1,6,1,2,1
,,,,1,English,23,2,2,6,3,1,1,2
,,,,1,English,30,1,1,6,2,4,2,2
,,,,1,English,66,6,1,1,4,3,2,1