Other,Tool,Economic,Connection,Info,Language,age,inc,party_lean,marital,educ2,emplnw,hisp,racem1,cregion,state,sex,Info,Knowledge,News,Education,Access,Find,Research,Share,Up to Date,Learn,Quantity,Speed,Ease,Quality,Freely,Other
,,,1,,1,37,6,4,6,3,1,2,1,2,17,2,,,,,,,,,,,,,,,,
,,,,1,1,59,8,3,1,6,2,2,1,3,28,1,,,,,,,,1,,,,,1,,,
,,,1,,1,79,7,2,6,7,3,2,5,1,34,1,,,,,,,,,,,,,,,,
,1,,,1,1,77,6,3,1,7,3,2,1,4,53,1,1,,,,1,,,,,,1,,,1,,
,,,1,,1,91,2,1,5,3,3,2,1,2,19,2,,,,,,,,,,,,,,,,
1,,,,,1,83,4,2,5,6,3,2,1,2,17,2,,,,,,,,,,,,,,,,
1,,,,,1,74,2,2,3,3,3,2,1,2,31,1,,,,,,,,,,,,,,,,
,,,,1,1,62,8,1,1,8,3,2,1,2,39,2,,,,,,,,,,,,,1,,,
,,,,1,1,19,9,1,6,4,2,2,2,3,24,2,,,,,,1,,,,,,1,,,,
,,,,1,1,18,99,2,1,6,2,2,1,4,6,1,1,,,,1,,,,,,,,,,1,
,1,,,,1,31,9,3,1,7,1,9,9,3,37,1,,,,,,,,,,,,,,,,
,,,,1,1,22,2,2,6,4,7,2,1,2,39,1,1,,,,,,,1,,,,1,,,,1
,,,1,,1,19,9,1,6,4,4,2,1,3,1,1,,,,,,,,,,,,,,,,
,,,1,1,1,54,6,1,3,4,1,1,1,3,12,2,1,,,,,,,,1,,,,,,,1
,,,1,,1,44,2,1,3,3,5,2,1,2,39,2,,,,,,,,,,,,,,,,
,,,1,1,1,33,1,1,6,3,1,1,7,4,4,1,1,,,,1,,,,,,,,,,,
,,,,1,1,19,6,1,1,4,1,2,1,4,8,1,,,1,,,,,,1,,,,,,,1
,,,,1,1,65,8,1,1,4,5,2,1,2,26,1,1,,,,,,,,,,,,,1,,
,,,1,,1,37,2,2,4,6,1,2,1,2,18,2,,,,,,,,,,,,,,,,
,,,1,1,1,52,7,3,1,5,2,2,1,2,26,2,1,,,,,,,,,,,,,,,
,,,,1,1,82,99,2,1,7,3,2,1,1,33,1,1,,,,,,,1,,,,,,,,
,,,1,,1,53,99,3,5,4,5,2,1,2,55,1,,,,,,,,,,,,,,,,
,,,,1,1,80,7,2,1,3,3,2,1,3,24,1,1,,,,1,,,,,,,,,,,
,,1,,,1,25,7,1,6,6,1,2,3,4,6,1,,,,,,,,,,,,,,,,
1,,,,,1,62,7,2,1,4,3,2,1,1,34,1,,,,,,,,,,,,,,,,
,,,,1,1,53,4,1,5,6,3,2,1,3,5,1,1,,,,1,,,,,,,,,,,
,,,,1,1,19,98,2,6,3,2,1,1,3,48,2,,,,,,1,,,1,,1,,,,,1
,,,,1,1,40,9,2,1,6,1,2,3,4,6,2,1,,,,,,,,,,,,,,,
,,,,1,1,75,6,1,1,3,3,2,1,3,47,2,,,,,,1,,,,,,,,,,
,,,1,,1,33,7,2,1,6,1,2,1,4,6,1,,,,,,,,,,,,,,,,
1,,,,,1,55,2,2,6,3,2,2,2,2,29,1,,,,,,,,,,,,,,,,
,,,1,1,1,52,9,1,1,4,2,2,1,2,17,2,1,,,,,,,,,,,,,,,
,,,1,,1,56,7,3,6,6,1,1,1,3,12,2,,,,,,,,,,,,,,,,
,,,1,,1,59,9,1,1,7,1,2,1,3,45,1,,,,,,,,,,,,,,,,
,,,1,,1,24,8,2,2,7,1,2,2,1,42,1,,,,,,,,,,,,,,,,
,1,1,,1,1,33,2,1,3,3,2,2,1,3,12,2,,,,,,,1,,1,1,,,,1,,
,,1,,1,1,40,8,1,1,5,1,8,1,3,45,2,,,,1,,,,,,,,,1,,,
,,,1,1,1,70,6,2,1,6,3,1,1,3,48,2,,,,,,,,,,1,,,,,,
,,,,1,1,47,99,3,1,8,1,2,1,4,41,1,1,,,,1,,,,,,,1,,,,
,,,1,1,1,30,99,8,1,6,1,2,2,3,48,2,,,,1,,,1,,,,,,,,,1
,,,,1,1,31,1,1,2,5,2,2,5,4,6,1,1,,,,,1,,,,,,,,,,
,,,,1,1,47,9,2,1,8,2,2,1,2,27,2,1,,,,1,,,,,,,,,,,
,,,1,1,1,68,9,2,3,3,3,2,1,4,53,1,1,,,,1,,,,,,,1,,,,
,,,1,,1,82,99,1,1,5,3,2,1,2,17,1,,,,,,,,,,,,,,,,
,,1,,,1,66,2,1,5,2,3,2,1,4,41,2,,,,,,,,,,,,,,,,
,,,,1,1,46,9,2,3,6,2,2,1,3,45,2,1,,,1,,,,,,,,,,,,
,,,,1,1,39,1,2,6,2,4,1,4,4,6,2,,,,,,1,,,1,,,,,,,1
,,,,1,1,51,8,2,1,6,5,2,1,2,39,1,1,,,,1,,,,,,,,1,,,
,,,1,1,1,65,6,2,3,6,2,2,1,3,12,2,1,,,,,,,,,,,,1,,,
,,,1,,1,88,7,1,5,4,3,2,1,2,18,2,,,,,,,,,,,,,,,,
,,,,1,1,53,99,2,3,6,1,2,1,1,36,2,1,,,,1,,,,,,,1,,,,
,1,,,1,1,81,6,2,5,6,3,2,1,2,17,1,,1,,,,,,,,,,,,,,
,1,,,,1,64,5,1,1,6,3,2,1,3,37,2,,,,,,,,,,,,,,,,
,,,,1,1,52,8,2,1,6,1,2,1,4,16,1,1,,,,,,,,,,,,,,,1
,,,,1,1,34,3,1,6,2,1,2,1,2,39,1,1,,,,,,,,,,,1,,1,,
,,,1,1,1,49,2,4,1,5,2,2,1,2,39,1,,,,,,1,,,,,,,,,,
,,,,1,1,44,6,2,1,7,2,2,1,3,54,1,,1,,,,,1,,,,,,,,,1
,,,1,,1,70,99,2,1,6,3,2,1,4,4,2,,,,,,,,,,,,,,,,
,,,,1,1,24,1,2,6,2,1,2,2,1,42,1,,,1,,,,,,1,,,,,,,
,,,,1,1,42,9,2,1,7,1,2,3,1,36,2,,,,,,,,,,1,,,,,,
,,,,1,1,36,3,2,3,4,1,2,1,2,39,2,,,1,,,,,,,,,,,,,
1,,,,,1,50,2,2,1,4,4,2,2,2,27,2,,,,,,,,,,,,,,,,
,,,1,1,1,75,6,2,1,6,3,2,1,3,48,2,,,,,,,,,,1,,,,,,1
,,,,1,1,48,3,1,3,8,6,2,1,2,18,1,1,,,,,1,,,,,,,1,,,
,,,,1,1,59,1,2,2,3,4,2,1,3,12,1,1,,,,,,,,,,1,,1,,,
,1,,,,1,26,6,2,6,5,1,2,1,3,12,2,,,,,,,,,,,,,,,,
,,1,,,1,43,2,1,1,5,1,2,1,3,12,2,,,,,,,,,,,,,,,,
,,,,1,1,46,6,2,2,4,1,2,2,4,32,1,1,,,,1,,,,,,,,,,,
1,,,,,1,62,6,1,3,6,1,2,1,2,26,2,,,,,,,,,,,,,,,,
,,,,1,1,34,6,3,1,6,1,2,1,2,20,1,,1,,,,,,1,,,,,,,,
,,,1,,1,26,6,2,1,6,1,2,1,3,13,2,,,,,,,,,,,,,,,,
1,,,,,1,22,4,2,1,4,1,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,,1,1,80,6,2,1,6,3,2,1,2,39,2,1,,,,1,,1,,,,,,1,,,
,,,,1,1,55,3,1,6,6,2,2,1,1,9,1,1,,,,,1,1,,,,,,,,,
,,,,1,1,20,1,2,6,5,1,1,7,4,6,2,,,,,,1,,,,,,,,,,
,,,1,,1,24,6,2,6,3,7,2,2,4,6,1,,,,,,,,,,,,,,,,
,,,,1,1,70,99,1,1,8,3,2,1,4,53,1,1,,,,,,,,,,,,,,,
,,,1,1,1,80,4,1,3,7,3,2,1,3,45,2,1,,,,1,,,,,,,1,,,,
,,,,1,1,18,7,2,6,5,4,1,1,3,12,1,1,,,,,,,,,,,1,,1,,1
,,,,1,1,19,4,1,6,3,1,2,1,1,42,1,1,,,,,,,,,,,1,,,1,
,,,,1,1,59,9,3,1,6,1,2,2,3,24,1,1,,,,1,,,,,,,,,,,
,,,1,,1,29,8,2,1,6,1,2,1,3,5,1,,,,,,,,,,,,,,,,
1,,,,,1,23,98,2,6,3,1,2,1,1,9,2,,,,,,,,,,,,,,,,
,,,,1,1,28,98,1,6,3,1,2,1,3,37,2,,,,,,1,,,,,,,,,,
,,,,1,1,52,5,2,1,6,1,2,2,1,42,2,1,,,,1,,,,,,,,,,,1
,1,,,,1,60,7,2,1,4,1,2,1,3,54,2,,,,,,,,,,,,,,,,
,,,,1,1,36,5,1,1,6,1,2,1,2,29,2,1,,,,1,,,,,,1,,1,,,
,1,,,,1,44,1,1,5,3,4,2,1,4,35,2,,,,,,,,,,,,,,,,
,,,,1,1,71,99,1,1,5,3,2,1,1,23,1,1,,,,1,,,,,,,,,,,
,,,1,1,1,55,9,3,1,6,1,2,1,3,37,2,1,,,,1,,,,,,,,1,1,,
1,,,,,1,26,98,2,6,4,4,1,1,3,48,2,,,,,,,,,,,,,,,,
1,,,,,1,50,8,1,1,7,3,1,1,1,34,2,,,,,,,,,,,,,,,,
,,,,1,1,63,6,1,1,6,2,2,1,3,12,2,1,,,,,,,,,,,,,,,
,,,,1,1,36,4,9,3,5,1,2,1,1,36,1,,,1,,,,,1,,,,,,,,
1,,,,,1,29,7,2,2,7,1,2,2,1,36,1,,,,,,,,,,,,,,,,
,1,,,1,1,56,8,1,3,6,3,2,1,2,29,2,1,,,,1,,,,,,,,1,,,
,,,,1,1,75,4,2,1,3,3,1,1,4,35,2,,,,,,,,,,1,,,,,,
,,,1,,1,84,2,1,5,6,3,2,1,2,19,1,,,,,,,,,,,,,,,,
,,,1,,1,53,2,3,1,2,4,1,7,3,48,2,,,,,,,,,,,,,,,,
,,,,1,1,27,3,3,6,6,4,2,1,4,6,1,1,,,,1,,,,,,,1,,,,
,,,,1,1,65,9,2,1,6,2,2,1,4,15,2,1,,,,,,,,,,,,,,,
,,,,1,1,60,7,2,1,4,1,2,1,2,17,1,1,,,,1,,,,,,,,,,,
,,,,1,1,59,5,2,3,5,8,2,1,1,42,1,,1,,,,,,,,,,,,,,
,,,1,1,1,46,9,2,1,6,1,2,2,3,24,1,1,,,,1,,,,,,,,,,,
,,,,1,1,65,6,2,1,8,3,2,1,3,45,1,1,,,,,,,,,,,,1,,,
,,,,1,1,29,6,2,6,7,1,2,1,4,53,2,1,1,,,1,,,,,,,,,,,1
,,,,1,1,55,99,2,1,6,2,2,1,3,12,2,,,,,,,1,,,,,,1,,,
,,,,1,1,41,8,1,1,3,1,1,1,4,6,1,1,,,,,,,,,,,,,,,
,,,,1,1,40,8,2,1,8,1,2,2,1,36,2,1,,,,1,,,,,,,,1,,,
,,,1,,1,38,8,1,1,6,1,2,1,2,38,2,,,,,,,,,,,,,,,,
,1,,,,1,29,1,4,6,3,4,2,2,2,55,1,,,,,,,,,,,,,,,,
,,1,,,1,65,6,2,1,6,3,2,1,4,2,1,,,,,,,,,,,,,,,,
,,,,1,1,46,9,1,1,6,1,2,1,1,36,1,1,,,,1,,,,,,,,,,,
,,,,1,1,66,6,2,1,5,3,2,1,1,50,2,1,,,,,1,,,,,1,,,,,
,,,,1,1,59,5,1,3,4,1,2,1,3,12,2,,,,1,,,,,,,,,,,,
,,,1,1,1,20,5,1,6,3,1,2,1,2,39,1,,,,,,,1,,,,,,,,,
,,,,1,1,47,8,1,6,7,1,2,1,3,48,1,1,,,,,,,1,,,,,,,,1
,,,1,,1,68,6,2,1,5,3,2,2,2,26,1,,,,,,,,,,,,,,,,
,,,1,,1,19,5,1,6,3,2,2,1,4,8,1,,,,,,,,,,,,,,,,
,,,1,,1,54,9,2,1,7,2,2,1,4,8,2,,,,,,,,,,,,,,,,
1,,,,,1,44,2,2,6,3,2,2,3,3,48,2,,,,,,,,,,,,,,,,
,,,1,,1,41,99,2,1,3,1,2,2,3,48,1,,,,,,,,,,,,,,,,
1,,,,,1,36,1,1,6,3,6,2,1,4,16,1,,,,,,,,,,,,,,,,
,,,,1,1,74,8,2,1,8,3,2,1,2,27,2,1,,,,,,,,,,,,,,,
,1,,1,,1,60,4,2,2,4,3,2,2,4,6,2,,,,,,,,,,,,,,,,
,,,,1,1,25,6,2,1,6,4,1,1,1,25,2,1,,,,1,,,,,,,,,,,
,,,1,,1,62,3,1,1,4,3,2,1,3,12,2,,,,,,,,,,,,,,,,
,,,,1,1,60,99,1,9,3,1,2,1,1,25,2,1,,,,1,,,,,,,,,,,
,,,1,,1,19,8,2,6,3,7,2,3,4,8,1,,,,,,,,,,,,,,,,
,,,1,,1,25,8,2,6,6,1,1,7,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,23,99,8,6,3,1,2,1,4,41,1,1,,,,,,,,,,,,,,,
,,,,1,1,46,9,2,1,8,1,2,3,4,6,2,1,,,,,,,,,,1,,,,,1
,,,1,,1,18,3,1,6,4,4,1,1,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,60,5,2,3,2,3,2,1,3,48,1,1,,,1,,,,,,,,,,,,
,,,,1,1,40,9,2,1,8,1,2,1,1,36,2,1,,,,1,,,,,,,,,,,1
,,,1,,1,34,98,2,6,4,1,1,1,3,12,1,,,,,,,,,,,,,,,,
,,,,1,1,66,99,8,1,7,1,1,1,2,26,1,1,,,,1,,,,,,,,,,,
,,,,1,1,36,9,1,1,8,1,2,1,3,12,2,1,,,,,,,,,,,,,,,
,,,1,,1,70,99,1,1,6,8,2,1,3,21,2,,,,,,,,,,,,,,,,
,,,1,,1,55,2,2,6,3,1,2,2,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,70,3,5,6,7,3,2,3,4,4,1,,,1,,1,,,,,,,,,,,
,,,,1,1,33,9,2,1,7,1,2,1,3,51,1,1,,,,1,,,,,,,,,,,
,,,1,1,1,21,9,2,6,3,4,2,1,3,51,1,1,,,,,,,1,,,,,1,,,
,,,,1,1,74,3,9,1,3,3,2,1,2,26,1,,,,1,,1,,,,,,,1,,,
,,1,,,1,37,6,2,1,3,1,2,1,1,36,1,,,,,,,,,,,,,,,,
,,,,1,1,64,7,3,1,6,3,2,1,4,8,2,,,1,,,,,,1,,,,,,,1
,,,,1,1,87,8,1,5,8,3,2,1,2,26,2,1,,,,,1,,,,,1,,,,,1
,,,,1,1,29,3,1,3,6,1,2,1,2,18,1,1,,,,1,,,,,,,,,,1,
1,,,,,1,68,9,2,1,6,3,2,1,2,17,2,,,,,,,,,,,,,,,,
,,,1,,1,56,8,1,1,6,5,2,1,4,6,2,,,,,,,,,,,,,,,,
,,,1,,1,20,1,2,6,4,2,2,1,4,53,1,,,,,,,,,,,,,,,,
,,,,1,1,19,3,1,6,3,4,1,7,4,4,2,1,,,,,1,,,,,,1,,,,
,,,,1,1,75,2,2,3,3,3,2,2,1,34,1,,,,,,1,,,,,1,,,,,
,1,,,1,1,38,3,2,3,3,1,2,2,3,22,2,,,,,,1,,,,,,,,,,
,,,,1,1,47,7,2,1,8,1,1,7,4,8,1,,,,1,,,,,,,,,,,,
,,,,1,1,21,99,2,6,6,4,2,1,4,6,2,,1,,,,,,,,,,1,,,,
,,,,1,1,32,8,1,1,8,1,2,1,2,38,1,,,,1,,,1,,,,,,,,,
1,,,,,1,53,3,2,1,6,1,1,8,3,12,1,,,,,,,,,,,,,,,,
,,,1,,1,18,7,2,6,4,2,2,1,2,29,1,,,,,,,,,,,,,,,,
,,,,1,1,56,9,1,1,6,4,2,1,4,41,2,1,,,,1,,,,,,,1,,,,
,,,1,,1,62,6,2,1,4,1,1,4,4,6,2,,,,,,,,,,,,,,,,
,,,,1,1,22,3,4,6,5,1,2,1,4,49,1,1,,1,,1,1,,,,,,,1,,,
1,,,,,1,32,2,2,6,4,1,2,2,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,69,3,1,3,4,3,2,1,3,37,2,1,,,,1,,,,,,,,1,,,
,1,,,1,1,68,6,1,1,5,1,2,2,3,48,2,1,,1,,,1,,1,,,,,,,,
,,,1,,1,37,6,2,1,4,1,2,1,3,47,1,,,,,,,,,,,,,,,,
,,1,,,1,30,1,2,6,3,1,2,2,3,37,1,,,,,,,,,,,,,,,,
,,,,1,1,74,98,2,5,3,4,2,3,4,15,2,1,,,,,,,,,,,,,,,
,,,1,,1,58,6,1,1,3,4,2,1,4,53,2,,,,,,,,,,,,,,,,
,,,1,,1,70,6,1,1,6,2,2,1,3,22,2,,,,,,,,,,,,,,,,
,,,,1,1,63,3,3,3,8,3,2,1,3,12,1,1,,,,1,,,,,,1,,1,1,,
,,,,1,1,60,3,1,3,6,1,2,1,1,36,2,1,,,,,1,1,1,,,,,1,1,,
,,,1,,1,79,3,1,5,6,3,2,1,4,53,2,,,,,,,,,,,,,,,,
1,,,,,1,48,9,2,1,7,1,2,1,4,6,2,,,,,,,,,,,,,,,,
,,,,1,1,45,7,1,1,5,1,2,1,4,53,2,1,,,,,,,1,,,,,1,,,
,,,,1,1,89,99,2,5,8,5,2,1,4,6,2,,,1,,,,,,,,,1,,,,
,,,,1,1,73,6,1,1,4,3,2,1,1,34,2,1,,,,,,,,,,,,,,,1
,,,,1,1,54,8,1,1,3,1,2,1,2,17,1,1,,,,1,,,,,,,,,,,
,1,,,1,1,63,8,1,1,8,5,2,1,3,37,1,1,,,,1,,,,,,1,,1,,,
,,,1,1,1,67,7,1,1,5,3,2,1,3,13,2,1,,,,,,,,,,,1,,,,
,,,,1,1,46,1,2,3,5,2,2,3,4,53,1,1,,,,1,,,,,,1,,,,,
,,,,1,1,62,7,1,1,6,1,2,1,4,6,2,1,,,,,,,,,,,,,,,
,,,,1,1,62,9,2,1,7,3,2,1,3,37,2,1,,,,1,,,,,,,,,,,
,,,,1,1,32,7,2,1,6,1,2,1,3,48,2,,1,,,1,,,,,,,,,,,1
,,,1,1,1,56,7,1,1,6,3,2,1,4,4,2,,,,,,,,,1,,,,,,,
,,,,1,1,99,8,1,1,8,1,2,1,2,29,2,1,,,,1,,,,,,,,,,,
,,,1,,1,20,98,2,6,4,2,2,3,4,6,2,,,,,,,,,,,,,,,,
,,1,,,1,72,9,2,1,6,1,2,1,3,51,1,,,,,,,,,,,,,,,,
,,,,1,1,27,9,2,1,6,1,2,2,4,41,1,1,,,,,1,,,,,,,1,,,
,,,1,,1,51,9,1,1,8,1,2,1,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,60,6,1,1,5,4,2,5,4,8,1,1,,,,,,,,,,,,1,,,
,,,,1,1,73,4,2,5,6,3,2,1,4,53,2,,,,,,,,,1,,,,,,,
,,,,1,1,51,7,1,1,6,1,2,1,2,39,1,1,,,,,,,,,,,1,,,,
,,,,1,1,33,9,1,1,6,1,2,1,4,4,1,,,1,,,,,,1,,,,,1,,1
,,,,1,1,82,3,1,5,3,4,2,1,3,1,2,1,,,,1,,,,,,1,,,,,
,,,1,1,1,54,9,1,1,6,1,2,1,3,48,1,,,1,,,,,,1,,,,,,,
,1,,1,,1,56,6,1,1,5,3,2,1,1,36,1,,,,,,,,,,,,,,,,
,,,1,,1,18,6,2,6,3,2,2,1,2,26,2,,,,,,,,,,,,,,,,
,,,1,,1,49,99,2,1,6,1,2,1,2,26,2,,,,,,,,,,,,,,,,
,,,,1,1,35,9,2,1,8,1,2,1,1,42,2,1,,,,1,,,,,,,,,,1,
,1,,,,1,27,2,3,6,3,1,2,1,1,23,1,,,,,,,,,,,,,,,,
,,,1,,1,89,8,2,5,4,4,2,1,1,36,2,,,,,,,,,,,,,,,,
,,,,1,1,54,7,2,1,6,1,2,2,1,42,1,1,,,,1,,,,,,,,,,,
,,,,1,1,30,7,2,6,7,4,2,3,3,13,1,1,,,,1,,,,,,1,1,,,,
,,,,1,1,48,9,1,1,3,5,2,2,3,13,2,1,,,,,,,1,,,,,,,,
,,,,1,1,62,8,2,1,6,3,2,2,2,55,1,1,,,,,,,,,,,,,,,
1,,,,,1,79,4,2,1,6,3,1,9,4,6,2,,,,,,,,,,,,,,,,
,,,1,,1,49,2,2,6,5,4,2,2,2,26,1,,,,,,,,,,,,,,,,
,,,,1,1,51,9,2,1,7,2,2,1,1,9,1,1,,,,1,,,,,,,,,,,
,,,1,1,1,46,99,1,1,6,1,2,1,3,1,1,1,,,,1,,,,,,,,,,,
,,,,1,1,40,9,2,1,6,2,2,1,4,6,2,1,,,,1,,,,,,,,,,,
,,,1,,1,21,5,2,6,3,1,2,2,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,47,9,1,1,6,4,2,1,1,34,2,,,,,,,1,,,,,,,,,
,,,1,,1,68,98,2,1,3,4,2,1,3,24,2,,,,,,,,,,,,,,,,
,,,,1,1,35,5,2,6,5,1,2,2,2,39,2,1,,,,,,1,,,,,1,,,,
,,,,1,1,57,7,1,1,4,1,2,1,3,24,1,1,,,,,,,,,,1,,,,,1
,,,,1,1,70,3,2,3,5,2,2,2,1,34,1,1,,,,,,,1,,,,1,,,,
,,,1,,1,70,4,1,1,7,1,1,1,3,12,1,,,,,,,,,,,,,,,,
,,,1,,1,62,1,2,6,2,3,2,2,2,29,2,,,,,,,,,,,,,,,,
1,,,,,1,66,98,1,1,5,3,2,1,1,42,1,,,,,,,,,,,,,,,,
,1,,1,,1,47,7,3,1,4,1,2,4,4,49,1,,,,,,,,,,,,,,,,
,1,,,,1,33,4,1,1,2,1,2,1,2,18,1,,,,,,,,,,,,,,,,
,,,1,,1,42,1,1,3,5,3,2,1,4,41,1,,,,,,,,,,,,,,,,
,,,,1,1,51,4,2,3,7,2,2,2,3,48,2,,,,,,,1,,,,,,1,,,
,,,1,,1,69,98,2,3,7,3,2,1,3,48,2,,,,,,,,,,,,,,,,
,,,,1,1,52,9,9,1,6,1,2,1,3,13,2,1,,,,1,,,,,,1,,,,,
,,,,1,1,99,99,3,4,6,1,9,9,4,6,1,1,,,,1,,,,,,,1,,,,
,,,,1,1,43,9,9,6,5,99,9,9,3,51,1,1,,,,,,,1,,,,,,,,1
,,,,1,1,46,9,2,1,7,1,2,1,2,27,2,1,,,,1,,,,,,,,,,,
,,,1,1,1,59,8,1,1,7,3,2,1,3,12,2,1,,,,,,,1,,,,,,,,
,,,1,1,1,22,1,3,6,3,4,1,7,3,40,2,,,,,,,1,,,,,,,1,,
,1,,,,1,58,1,2,3,3,4,2,2,3,48,2,,,,,,,,,,,,,,,,
,,,,1,1,54,8,1,1,3,1,2,1,3,12,1,1,,,,,,,,,,,,1,,,
,,,,1,1,48,7,1,1,7,1,2,1,4,6,2,,,,1,,,1,,,,,,,,,1
,,,1,,1,58,3,1,4,2,4,2,2,2,39,1,,,,,,,,,,,,,,,,
,,,1,1,1,47,9,2,1,8,1,2,1,1,42,2,,,1,,,,1,,,,,,,,,
,,,,1,1,63,98,2,6,4,3,1,1,3,12,2,1,,,,,,,,,,,1,,,,
1,,,,,1,26,6,2,2,3,2,2,1,1,42,1,,,,,,,,,,,,,,,,
,,,,1,1,64,7,2,1,6,1,2,1,3,24,1,1,,,,,,,,,,,,,,,
,,,,1,1,23,3,2,2,4,1,2,1,4,6,1,1,,,,1,,,,,,,,,,1,1
,,,,1,1,62,5,2,6,6,1,2,1,1,36,2,1,,,,1,,,,,,,,,,,
,,,1,,1,68,7,3,1,8,3,2,1,1,25,2,,,,,,,,,,,,,,,,
,,,1,,1,60,4,2,3,7,2,2,1,1,42,2,,,,,,,,,,,,,,,,
,,,,1,1,77,7,2,1,4,3,2,1,1,36,1,1,,,,,1,,1,,,,1,,,,
,,,,1,1,36,7,2,2,3,1,2,1,3,24,2,1,,,,1,,,,,,,1,,,,
,,,,1,1,99,6,2,8,7,5,1,7,1,25,1,1,,,,1,,,1,,,,,,,1,
,,,1,,1,43,1,2,4,4,4,1,2,2,17,2,,,,,,,,,,,,,,,,
,,,,1,1,41,8,2,1,3,2,2,2,3,13,1,1,,,,1,,,,,,,1,1,,,
,,,,1,1,72,9,1,1,7,3,2,1,4,6,1,1,,,,1,,,,,,,,1,,,
,,,,1,1,28,9,2,1,7,1,2,1,3,5,1,1,,,,1,,,,,,1,,,,,
,,,,1,1,41,6,1,9,7,1,1,7,4,35,1,1,,,,,,,,,,,,1,,,
,,,,1,1,99,2,9,1,3,2,2,1,2,18,2,1,,,,1,,,,,,,,,,,
,,,,1,1,54,1,2,2,3,2,2,2,2,26,2,,,1,,,,,,1,,,,,,,1
,,,,1,1,56,9,1,1,7,1,2,1,2,39,1,,1,,,,,,,,,,,,,,
,,,,1,1,99,99,9,1,4,2,2,1,2,26,2,1,,,,1,,,,,,,,,,,
,,,1,1,1,19,3,2,6,3,2,2,1,3,22,1,1,,,,,,,,,,,,,,,
,,,,1,1,28,4,2,6,5,4,2,2,2,17,2,,1,,,,,,1,,,,,,,,
,,,,1,1,67,7,1,1,6,2,2,1,3,12,2,,,,1,,1,,,,,,,1,,,
,,1,,,1,52,8,1,1,4,1,2,1,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,43,1,8,6,3,6,2,1,2,26,1,1,,,,,,,,,,,,,1,,
,,,,1,1,41,8,1,1,1,1,2,9,4,6,1,1,,,,1,,,,,,,,,,,1
,,,,1,1,74,9,1,1,7,3,2,1,3,47,2,,,1,,,,,,,,,,,,,
