Other,Tool,Economic,Connection,Info,Language,age,inc,party_lean,marital,educ2,emplnw,hisp,racem1,cregion,state,sex,Info,Knowledge,News,Education,Access,Find,Research,Share,Up to Date,Learn,Quantity,Speed,Ease,Quality,Freely,Other
,,,,1,1,50,6,2,4,3,1,2,2,1,25,1,1,,,,,,,,,,,,,,,
,,,1,1,1,37,6,2,1,6,4,2,2,1,36,2,,,1,,,,,,1,,,,,,,1
,,,1,1,1,70,6,1,1,5,2,2,1,1,42,1,,,,,,,1,,,,,,,,,
,,,1,,1,71,9,1,1,7,3,2,1,3,21,1,,,,,,,,,,,,,,,,
,,,1,,1,24,99,2,6,6,2,2,1,2,39,1,,,,,,,,,,,,,,,,
,,,,1,1,40,3,2,4,1,1,1,7,3,13,1,,,,,,,,,,1,,,,,,
,,,,,1,89,99,9,3,6,3,9,9,4,2,1,,,,,,,,,,,,,,,,
,,,,1,1,70,7,1,1,7,3,2,1,1,42,1,1,,,,,,,,,,1,,,,,
,,,,1,1,67,6,2,1,7,2,2,1,4,49,1,1,,,,,,,,,,,,,,,
,,,1,,1,57,4,2,3,7,1,2,2,1,34,1,,,,,,,,,,,,,,,,
,,,,1,1,63,8,1,1,5,1,2,1,2,29,1,1,,,,,,,,,,,,,,,
,1,,,1,1,54,99,1,1,6,1,2,1,3,48,1,1,,1,,,,,,1,,,,,,,
1,,,,,1,38,9,2,1,8,1,2,1,4,6,2,,,,,,,,,,,,,,,,
,,,1,1,1,68,8,2,1,8,2,2,1,2,20,1,,,,,,1,,,,,,,,,,
,,,,1,1,60,6,1,1,6,1,2,1,2,17,1,1,,,,1,,,,,,,,,,,
,,,1,,1,70,4,2,2,6,3,2,1,4,41,2,,,,,,,,,,,,,,,,
1,,,,,1,77,99,3,5,3,3,2,1,3,51,2,,,,,,,,,,,,,,,,
,,,,1,1,32,1,1,1,4,4,2,1,3,13,2,,,,,,1,,,,,,,,,,
,,,1,,1,53,4,1,1,6,1,2,1,3,48,1,,,,,,,,,,,,,,,,
,1,,,,1,53,8,1,1,3,1,2,1,3,13,1,,,,,,,,,,,,,,,,
,,,,1,1,51,2,1,6,4,4,2,1,1,25,1,,,,,,1,,,,,,,,,,
,,,1,1,1,72,7,2,1,3,3,2,1,3,45,2,1,,,,,,,,,,,,,,,
,,,1,1,1,69,99,2,1,7,1,2,2,2,18,1,,1,1,,,,,,1,,,1,,,,
,,,1,1,1,25,6,2,6,8,1,2,3,3,45,1,,1,,,,,,1,,,,,,,,1
,1,,,,1,65,3,2,2,3,6,9,9,3,24,2,,,,,,,,,,,,,,,,
1,,,,,1,55,6,1,1,4,4,2,1,3,21,1,,,,,,,,,,,,,,,,
,1,,,,1,77,6,1,1,6,3,2,1,2,27,2,,,,,,,,,,,,,,,,
,,,,1,1,21,6,2,6,4,4,2,1,4,8,2,1,,,1,,,,,,,,,1,,,1
,,,1,,1,61,9,2,1,8,1,2,1,1,34,1,,,,,,,,,,,,,,,,
,,,,1,1,67,4,2,3,3,4,2,1,3,47,2,,,,,,,,,1,,,,,,,1
,,,,1,1,28,2,3,4,3,4,2,1,3,47,1,,,,,,,,,,1,,,,,,
1,,,,,1,29,6,2,1,6,1,2,3,1,9,1,,,,,,,,,,,,,,,,
,1,,,,1,22,98,1,6,3,4,2,1,2,27,1,,,,,,,,,,,,,,,,
,,,,1,1,70,4,2,3,6,2,2,1,1,44,2,,,,1,,,,,,,,,,,,
,,,,1,1,43,9,3,1,6,1,2,2,1,34,2,1,,,,1,,,,,,,1,1,,,
,,,,1,1,44,9,1,1,6,1,2,3,2,17,2,,,,1,1,,,,,,,,,,,
,,,1,,1,69,99,1,5,5,3,2,1,2,55,2,,,,,,,,,,,,,,,,
,,,,1,1,29,3,1,4,2,1,1,1,3,12,1,1,,,,,1,,,1,,1,,,,,
,,,,1,1,32,1,3,6,3,2,2,1,3,47,2,1,,,,,1,,,,,,,,1,,
,,,1,1,1,35,9,1,1,6,1,2,1,3,13,1,,,1,,,,,,,,,,,,,
,,,,1,1,45,7,2,1,7,5,2,1,3,37,2,1,,,,,,,1,,,,,,,,1
,,,,1,1,77,99,1,2,3,3,2,1,4,6,1,1,,,,,1,,,,,1,,,1,,
,,,,1,1,62,5,4,1,3,3,2,1,2,26,2,1,,,,,,,,,,,,,,,
,,,,1,1,75,7,1,1,3,1,2,9,1,36,1,,,,1,,,,,,,,,,,,
,,,,1,1,99,98,4,9,3,2,2,1,4,6,1,,,,,,,1,,,,,,,,,
1,,,,,1,50,2,2,3,5,3,1,1,3,48,1,,,,,,,,,,,,,,,,
,,,1,,1,30,3,1,5,5,1,2,1,3,24,2,,,,,,,,,,,,,,,,
,,,1,,1,60,5,1,1,4,6,2,1,2,38,1,,,,,,,,,,,,,,,,
,,,1,,1,18,98,1,1,4,2,1,7,4,6,1,,,,,,,,,,,,,,,,
,,,,1,1,60,8,2,1,3,2,2,1,4,6,2,1,1,,,1,,,,,,,,1,,,
,,,1,,1,25,1,3,6,3,6,2,1,2,17,2,,,,,,,,,,,,,,,,
,,,1,,1,54,5,2,3,3,1,2,2,2,55,2,,,,,,,,,,,,,,,,
,,,,1,1,56,8,2,1,1,1,2,5,3,51,2,1,,,,1,,,,,,,,,,,
,,,,1,1,36,8,1,1,6,2,2,1,4,53,2,1,,,,1,,,,,1,,,,,,
,1,,,,1,57,5,1,2,3,1,2,1,1,9,1,,,,,,,,,,,,,,,,
,,,1,1,1,54,8,2,1,6,5,2,1,1,50,1,,1,,,,,,1,,,,,,,,
,1,,1,1,1,76,7,2,3,7,3,2,2,3,11,2,1,,,,,,,,,,,1,,,,1
,,,,1,1,64,8,2,1,8,1,2,1,2,26,2,1,,,,1,,,,,,,,,,,
1,,,,,1,52,8,2,6,6,1,2,1,2,26,1,,,,,,,,,,,,,,,,
1,,,,,1,53,9,2,1,8,1,2,1,1,42,2,,,,,,,,,,,,,,,,
,,,1,,1,18,98,2,6,4,2,2,2,1,42,1,,,,,,,,,,,,,,,,
,,,,1,1,37,7,1,1,7,1,1,7,3,37,2,,,,,,,1,,,1,,,,,,
,,,,1,1,74,9,1,1,7,5,2,1,2,17,1,,,,,,1,,,,1,1,,1,,,
,,,,1,1,77,6,1,3,3,3,2,1,1,36,1,1,,,,1,,,,,,1,,1,,,
,,,,1,1,22,4,2,2,6,1,2,3,1,25,2,1,,,,1,,,,,,,,1,,,
1,,,,,1,99,99,3,9,7,1,2,9,3,51,1,,,,,,,,,,,,,,,,
,,,,1,1,71,4,1,1,7,3,2,1,3,12,2,,,,,,,1,,,,,,,,,
,,,1,,1,22,7,2,6,3,2,1,7,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,36,5,1,1,5,4,2,3,3,12,2,,,,1,,,,,,,,,,,,
,,,,1,1,48,8,1,1,5,1,2,1,1,36,1,1,,,,,,,,,,,,,,,
,,,,1,1,47,5,2,4,5,2,1,1,4,6,2,1,,,,,1,,,,,,,,,,
,,,,1,1,34,5,1,1,3,1,1,7,3,48,1,1,,,,,,,,,,,,,,,
,,,,1,1,37,4,2,6,6,5,2,2,1,36,2,1,,,,,,,,,,,,1,,,
,,,1,,1,68,9,2,1,6,3,2,1,4,8,1,,,,,,,,,,,,,,,,
,,,,1,1,46,8,1,1,6,1,2,1,3,13,2,,1,,,,,,,,,,,,,,
,,,,1,1,25,6,2,6,3,1,1,5,1,25,2,1,,,,,,,,,,,,,,,
,,,1,,1,67,6,1,1,6,3,2,1,2,19,1,,,,,,,,,,,,,,,,
,,,,1,1,24,7,2,6,6,1,2,3,3,11,2,1,,,,1,,,,,,,,,,,
,,,1,,1,66,5,2,5,6,1,2,2,3,13,2,,,,,,,,,,,,,,,,
,,,1,1,1,60,9,3,1,6,1,2,1,3,12,1,1,,,,1,,,,,,1,,,,,
,,,,1,1,60,1,2,1,1,1,1,7,3,48,2,1,,,,,,,,,,,,,,,
,,,,1,1,68,7,2,1,8,3,2,1,3,45,1,1,,,,1,,,,,,,,,,1,1
,,,1,,1,56,3,2,6,4,2,2,1,2,55,2,,,,,,,,,,,,,,,,
1,,,,,1,73,98,2,1,2,3,2,1,3,47,2,,,,,,,,,,,,,,,,
,,,1,,1,31,99,2,6,6,2,2,1,4,41,2,,,,,,,,,,,,,,,,
,,,,1,1,28,8,3,2,7,1,2,1,3,12,1,1,,,,,,,1,,,,,,,,1
,,,1,1,1,19,7,1,6,4,7,2,1,2,17,1,1,,,,,,,,,,,,1,,,
,,,1,,1,35,99,9,5,8,5,2,1,2,39,1,,,,,,,,,,,,,,,,
,,,1,,1,23,3,2,6,5,1,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,1,1,1,74,7,2,1,4,3,2,1,1,34,1,,,,,,,,,1,,,,,,,1
1,,,,,1,21,7,2,6,4,4,2,1,3,54,2,,,,,,,,,,,,,,,,
1,,,,,1,93,3,1,5,3,3,2,1,4,6,2,,,,,,,,,,,,,,,,
,,,,1,1,46,3,2,3,4,2,1,1,3,48,2,1,,,,,,,,,,1,,,,,
,,,1,,1,37,3,3,2,3,4,2,1,1,36,2,,,,,,,,,,,,,,,,
,,1,1,,1,52,2,1,3,3,3,2,1,3,1,2,,,,,,,,,,,,,,,,
,,,,1,1,60,7,2,1,6,1,2,2,3,1,1,1,,,,,,,,,,,,,,,
,,,,1,1,58,6,1,1,3,1,2,1,3,51,1,1,,,,,,,,,,,,,,,
,,1,,,1,88,3,1,5,5,3,2,1,3,13,1,,,,,,,,,,,,,,,,
,,,,1,1,64,6,2,1,4,2,2,1,2,26,1,,1,,,,,,,,,,,,,,
1,,,,,1,20,2,1,6,3,1,2,1,2,46,1,,,,,,,,,,,,,,,,
,,,,1,1,33,8,2,1,8,1,2,1,2,17,2,1,,,,,,,1,,,,,,,1,1
1,,,,,1,46,99,2,1,3,1,2,1,1,36,1,,,,,,,,,,,,,,,,
,,,,1,1,41,6,2,1,7,1,2,1,1,33,1,1,,,,1,,,,,,,,,,,
,,,,1,1,36,3,2,6,5,5,2,2,3,22,1,1,,,,,1,,,,,,,,,,
,,,,1,1,85,99,2,1,5,3,2,1,4,53,2,1,,,,1,,,,,,,,,,,
,,,,1,1,85,98,1,1,8,3,2,1,3,48,1,,,,,,1,,,,,,,,,,
,,,,1,1,21,4,1,6,5,1,2,1,3,45,1,1,1,,,1,,,,,,,,,,,
,,,,1,1,35,8,1,1,5,1,2,1,4,41,1,1,,,,1,,,,,,,,1,,,
1,,,,,1,49,7,2,1,4,1,2,2,2,39,2,,,,,,,,,,,,,,,,
,,,1,1,1,74,7,1,1,8,1,1,1,3,10,1,1,,,,,,,,,,,,,,,
1,,,,,1,63,99,2,8,6,3,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,,1,1,29,2,9,2,3,1,2,1,4,30,2,,,,,,,,,,1,,,,,,
,1,,1,1,1,45,7,1,3,6,1,2,4,2,18,2,,,1,1,,,,1,,,,,,,,
,,,1,,1,86,5,2,5,8,3,1,9,1,42,2,,,,,,,,,,,,,,,,
,,,,1,1,52,9,1,1,6,1,2,1,4,53,1,1,,,,,,,,,,,,,,,
,,,,1,1,20,6,1,6,3,2,2,1,4,53,1,1,,,,1,,,,,,,1,,,,
,,,1,,1,39,9,1,1,8,1,2,1,3,48,2,,,,,,,,,,,,,,,,
,1,,,1,1,60,4,1,5,4,3,2,1,3,21,2,1,,,,,,,,,,1,,,,,
,,,1,,1,45,98,8,2,2,6,2,1,4,6,2,,,,,,,,,,,,,,,,
,,,,1,1,80,7,1,1,6,3,2,1,4,4,2,1,,,,1,,,,,,,,,,,
,,,,1,1,72,3,2,5,6,3,2,1,4,16,1,1,,,,,,,1,,,,,,,,
,,,,1,1,27,6,2,6,6,1,2,1,2,55,1,,,,1,,,,,,,,,,,,
,,,,1,1,70,3,2,5,3,3,2,1,3,12,2,1,,,,1,,,,,,,,,,,
,1,,1,1,1,70,98,2,1,6,3,2,1,2,17,2,,,1,,,1,1,,,,,,,,,
,,,,1,1,64,2,2,1,5,3,1,1,2,17,2,1,,,,,1,,,,,,,1,,,
1,,,,,1,47,6,1,1,6,1,2,1,2,26,1,,,,,,,,,,,,,,,,
,,,,1,1,21,8,2,6,4,2,2,1,1,34,1,1,,,,1,,,,,,,,,,,
,,,,1,1,57,99,2,1,7,2,2,1,1,42,2,,,,,,,,,1,,,,,,,1
,,,,1,1,69,8,1,1,5,3,2,1,3,12,1,,,,,,,,,,1,,,,,,1
,,,1,,1,66,3,2,2,4,3,2,1,3,12,1,,,,,,,,,,,,,,,,
,,,1,,1,71,6,1,5,6,3,2,1,4,4,2,,,,,,,,,,,,,,,,
,,,,1,1,24,9,1,6,4,1,2,1,3,47,1,1,,,,1,,,,,,,,1,,,
,,,,1,1,52,9,2,1,6,2,2,1,3,51,2,1,,,,1,,,,,,,,,,,
,,,1,,1,26,1,2,2,6,1,1,1,3,37,2,,,,,,,,,,,,,,,,
,,,1,,1,18,2,2,2,3,4,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,1,1,1,64,7,2,3,6,2,2,1,3,37,2,1,,,,1,,,,,,,,,1,,
,,1,1,,1,46,7,2,3,7,1,2,1,4,8,2,,,,,,,,,,,,,,,,
,,,1,,1,22,8,1,1,3,1,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,1,,1,33,6,1,6,5,1,1,7,3,48,1,,,,,,,,,,,,,,,,
,,,1,,1,66,7,1,6,8,3,2,1,3,48,2,,,,,,,,,,,,,,,,
1,,,,,1,27,2,3,1,4,4,2,1,2,39,1,,,,,,,,,,,,,,,,
,,,1,,1,84,99,2,5,7,3,2,1,4,35,2,,,,,,,,,,,,,,,,
,,,,1,1,61,6,1,1,6,1,2,1,3,37,1,1,,,,1,,,,,,,,,,,
,,,1,1,1,67,8,2,1,8,2,2,1,2,46,1,1,,,,1,,,,,,,,,,,
,,,1,,1,79,4,2,1,4,3,2,1,3,40,1,,,,,,,,,,,,,,,,
,,,,1,1,58,6,1,1,5,2,2,1,3,12,2,1,,,,,,,,1,,1,,,,,1
,,,,1,1,68,4,2,1,5,3,2,2,4,6,1,1,,,,,,,,,,1,,1,,,
,,,,1,1,33,8,2,1,6,1,2,3,4,6,2,1,,,1,1,,,,,,1,,,,,1
,,,,1,1,43,8,1,1,6,1,2,1,2,29,1,1,,,,,,,1,,,,,,,,
,,,,1,1,38,2,1,1,4,1,1,1,1,36,2,,,,,,,,,,1,,,,,,1
,,,1,,1,58,7,2,1,5,4,1,7,3,12,2,,,,,,,,,,,,,,,,
,,,,1,1,84,99,1,5,4,3,2,1,2,18,2,,1,,,,,,1,,,,1,,,,
1,,,,,1,68,2,4,1,6,3,2,1,3,54,2,,,,,,,,,,,,,,,,
,,,,1,1,26,5,1,2,3,2,1,2,3,12,2,,,,,,1,,,,,,,,,,
,,,,1,1,29,3,1,5,3,2,2,1,3,13,2,,,,,,1,,,,,,,,,,
,,,,1,1,70,2,1,3,3,3,2,1,1,34,2,,,,,,,,,,1,1,,,,,
,,,,1,1,19,1,2,6,3,2,1,7,1,36,2,,,,,,1,,,,,1,,,,,
,,,,1,1,55,8,2,1,6,5,2,1,2,39,1,1,,,,1,,,,,,,,,,,
,,,1,,1,55,7,3,3,4,1,2,1,4,6,2,,,,,,,,,,,,,,,,
,1,1,,1,1,23,6,1,6,6,5,2,3,3,47,1,,,1,,,,,,,,,,,,,
,1,,,,1,43,8,1,1,6,2,2,1,3,37,2,,,,,,,,,,,,,,,,
,,,1,,1,30,4,2,6,5,1,1,7,2,18,2,,,,,,,,,,,,,,,,
,,,,1,1,22,7,1,2,6,7,2,1,2,55,1,,,,1,1,,,,,,,,,,,1
,,,1,,1,60,9,2,1,3,1,2,9,1,36,1,,,,,,,,,,,,,,,,
,,,,1,1,29,7,2,1,8,1,2,1,4,49,2,1,,,,1,,,,,,,,,,,
,,,1,1,1,81,7,1,1,8,3,2,1,2,27,1,1,,,1,1,,,,,,,,1,,,
,,,,1,1,62,99,1,1,3,3,2,1,2,39,2,1,,,,,,,,,,,1,,,,
,,,,1,1,31,8,2,1,6,1,2,1,2,29,2,1,,,,1,,,,,,,,,,,
,,,,1,1,32,7,2,1,7,1,1,1,4,6,1,1,,,,1,,,,,,,1,1,,,
,,,,1,1,60,99,3,3,3,1,2,2,3,47,1,,,1,,,,,,1,,,,,,,
,,,1,,1,24,7,2,6,6,7,2,5,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,63,5,2,1,4,3,2,1,2,18,1,,,,1,,,,,,,,,,,,
,,,,1,1,23,3,2,6,7,1,2,2,3,13,2,,1,,,,,,,,,,,,,,
,,,,1,1,76,6,2,1,7,3,2,1,4,49,1,1,,,,1,,,,,,,,,,,1
,,,,1,1,50,9,2,1,6,1,2,1,2,55,1,1,,,,1,,,,,,,,,,,
,,,,1,1,27,4,2,6,4,2,1,1,3,45,1,1,,,,1,,,,,,,,,,,
,1,,,1,1,68,3,3,5,3,3,2,1,3,13,2,,,,,,,,,1,,,,,,,1
,,,1,1,1,43,8,1,1,5,1,2,1,1,36,2,1,,,,,,,,,,,,,,,
,,,1,,1,64,99,2,1,8,3,2,2,2,39,2,,,,,,,,,,,,,,,,
,,,,1,1,68,3,2,5,3,2,2,2,2,18,1,1,,,,1,,,,,,1,,,,,
,,,1,,1,71,9,2,1,6,3,2,1,4,8,2,,,,,,,,,,,,,,,,
,,,,1,1,46,6,2,1,5,1,2,2,4,6,1,1,,,,,,,1,,,,,,,,
,,,1,,1,54,8,2,1,6,1,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,1,1,1,57,8,2,1,7,1,2,2,3,24,2,,,,,,,1,,,,,1,,,,
1,,,,,1,57,7,1,2,6,3,2,1,2,27,1,,,,,,,,,,,,,,,,
,,,,1,1,62,6,2,1,6,1,2,1,1,25,1,1,,,,,,,1,,,,,,1,,1
1,,,,,1,51,9,1,1,7,1,2,1,2,19,1,,,,,,,,,,,,,,,,
,,1,,1,1,38,8,3,1,3,1,2,1,1,50,1,1,,,,1,,,,,,,1,1,,,
,1,,1,,1,40,1,2,6,4,4,2,1,3,24,2,,,,,,,,,,,,,,,,
,,,,1,1,70,99,2,6,6,3,2,1,4,6,1,1,,,,1,,,,,,,,,,,
,,,,1,1,61,7,1,1,7,1,2,1,4,49,1,1,,,,1,1,,,,,,1,,,,
,,,,1,1,72,7,2,2,7,4,2,1,1,34,2,1,,,,1,,,,,,,,,,,
,,,1,1,1,30,7,2,1,6,4,2,1,4,53,2,1,,,,1,,,,,,1,,1,,,
,,,1,,1,23,9,2,6,6,4,2,1,2,26,1,,,,,,,,,,,,,,,,
1,,,,,1,59,1,2,3,4,2,2,2,3,48,2,,,,,,,,,,,,,,,,
,,,1,,1,44,7,1,1,5,1,2,1,2,26,1,,,,,,,,,,,,,,,,
,,1,,,1,51,4,2,1,3,1,1,7,4,16,1,,,,,,,,,,,,,,,,
,,,1,1,1,29,6,2,6,6,1,1,1,3,51,1,1,,,,1,,,,,,,,1,,,
,,,,1,1,69,99,1,9,6,1,2,1,3,45,1,1,,,,,,1,,,,,,,,,
,,,,1,1,30,3,2,6,3,4,2,2,3,51,2,,,,,,1,,,,,,,,,,
,,,1,,1,31,3,2,6,8,2,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,1,,1,44,1,2,6,4,4,2,2,3,12,2,,,,,,,,,,,,,,,,
,,,,1,1,25,7,2,6,6,1,1,1,3,51,2,1,,,,,,,,,,,,,1,,
,,,,1,1,42,99,1,1,6,1,2,1,2,17,1,1,,,,1,,,,,,,,,,,
,,,,1,1,90,4,1,5,5,3,2,1,3,12,2,1,,,,,,,,,,,,,,,
1,,,,,1,19,7,1,6,4,2,2,1,4,49,1,,,,,,,,,,,,,,,,
,,,,1,1,61,9,2,1,8,1,2,1,4,6,1,1,,,,1,,,,,,,,,,,
,1,,1,1,1,27,7,2,6,8,1,2,1,1,36,1,1,,,,,,,,,,,,,,,
,,,1,,1,61,9,1,1,7,1,2,1,2,19,1,,,,,,,,,,,,,,,,
,,,,1,1,56,6,1,1,3,1,2,1,4,49,1,1,,,,,,,,,,,,,,,
,,,1,,1,26,2,1,2,3,1,2,8,3,40,1,,,,,,,,,,,,,,,,
1,,,,,1,27,5,2,6,6,1,2,2,1,36,1,,,,,,,,,,,,,,,,
,1,,,1,1,55,8,3,1,3,1,2,1,2,29,1,,,,,,1,,,,,,,,,,
,,,,1,1,23,4,2,6,4,1,1,1,4,41,1,1,,,,,,,,,,,,,,,
,,,,1,1,21,98,8,6,3,1,1,7,4,6,1,,,,,,,1,,,,,,,,,
,,,1,1,1,26,5,1,1,6,1,2,1,3,40,2,1,,,,,,,,,,,,,,,
,,,,1,1,39,2,2,3,3,1,2,1,2,18,2,,,,,,1,,,,,,,,,,
,,,,1,1,44,8,1,1,1,1,2,5,3,13,1,1,,,,1,,,,,,,,1,,,
,,,,1,1,70,2,1,3,5,3,1,1,4,6,2,1,,,,,1,,,,,,,1,,,1
,,,,1,1,36,2,2,4,4,4,2,1,3,40,2,1,,,,,,,,,,,,1,,,
,,,,1,1,47,5,2,3,6,1,2,2,2,39,2,1,,,,,1,1,,,,,1,,1,,
,,,1,,1,70,4,2,3,4,3,2,2,3,37,2,,,,,,,,,,,,,,,,
,,,,1,1,59,8,2,1,8,1,2,1,4,6,2,1,,,,,,,1,,,,,,,,
,,,,1,1,18,1,2,6,3,4,2,2,3,13,2,,,,,,1,,,,,,1,,,,
,1,,,,1,83,2,3,5,2,3,2,1,2,39,2,,,,,,,,,,,,,,,,
,,,,,1,88,1,3,5,3,3,2,2,4,6,2,,,,,,,,,,,,,,,,
,1,,,,1,84,8,1,5,6,3,2,1,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,55,6,1,1,3,1,2,1,3,12,1,1,,,,,,,,,,,,,,,
,,,1,,1,82,5,2,5,6,3,2,1,1,50,2,,,,,,,,,,,,,,,,
,1,,,,1,30,3,1,6,4,1,2,2,2,26,2,,,,,,,,,,,,,,,,
,,,1,,1,74,8,1,5,7,5,2,1,3,37,1,,,,,,,,,,,,,,,,
,,,,1,1,55,1,4,6,3,4,2,2,1,23,1,,1,,,,,,,,,,,,,,
,,,,1,1,25,98,2,6,5,1,2,2,3,48,1,,,,,,,,,,1,1,,,,,
,,,1,,1,22,98,2,6,7,7,2,3,1,36,2,,,,,,,,,,,,,,,,
,,,1,,1,54,2,1,3,4,1,2,1,2,17,2,,,,,,,,,,,,,,,,
,,,,1,1,22,1,1,6,6,7,1,7,2,17,1,,,,1,,,1,,,,,,1,,,
,,,,1,1,27,5,2,6,5,1,2,2,4,4,1,1,,,,1,,,,,,,,,,,
,,,1,,1,50,99,2,1,5,1,1,1,3,12,1,,,,,,,,,,,,,,,,
,,,1,1,1,31,98,4,6,3,4,2,1,1,36,2,,,1,,,,,,1,,,,,,,
,,,1,,1,69,9,2,1,6,3,2,1,3,47,1,,,,,,,,,,,,,,,,
,,,,1,1,57,7,1,1,5,1,2,1,2,55,2,,1,,,,,,,,,,,,,,
,,,,1,1,62,9,1,1,4,1,2,1,1,9,1,1,,,,,,,,,,,,,,,1
,,,,1,1,42,4,2,2,4,1,1,7,4,6,2,,,,1,,,,,,,,,,,,
,,,,1,1,40,4,8,6,3,1,2,1,4,53,1,,1,,,,,,,,,1,,,,,
,,,,1,1,54,99,1,1,6,3,2,2,3,24,2,,,,1,,,,,,,,,,,,
,,,,1,1,60,9,1,1,8,1,2,1,2,26,1,1,,,,,,,,,,,,,,,
1,,,,,1,75,9,3,1,3,5,2,1,1,42,1,,,,,,,,,,,,,,,,
,,,1,1,1,78,8,2,1,3,3,2,1,2,20,1,,,,1,,,,,,,,,,,,
,,,,1,1,99,99,1,1,7,1,9,9,3,48,1,1,,,,,,,1,,,,,,,,
,,,,1,1,50,1,4,6,8,5,2,3,1,36,1,1,,,,,,,1,,,,,,,,
1,,,,,1,52,8,1,1,4,1,2,1,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,70,6,1,1,6,3,2,1,3,13,2,1,,,,,,,,,,,,1,,,1
,,,,1,1,51,9,2,1,6,1,2,8,4,6,2,1,,,,,,,1,,,1,,,,,1
,1,,,1,1,59,9,2,1,6,1,2,1,2,39,2,1,,1,,,,,,,,,1,,,,1
,,,,1,1,45,1,2,6,6,2,2,1,2,39,1,1,1,,,,,,1,,,,,,,,1
,1,1,,,1,30,1,2,8,3,6,8,2,1,42,1,,,,,,,,,,,,,,,,
,1,,1,1,1,50,1,2,3,5,3,2,1,4,6,2,,,,,,,1,,,,,,,,,
,,,,1,1,65,98,2,5,4,3,2,1,3,48,2,1,,,,,,,,,,,,,,,
,,1,,1,1,41,8,2,1,6,6,2,1,1,42,2,,,,1,,,,,,,,,,,,1
,1,,,1,1,29,6,8,1,4,1,2,1,4,4,1,,,,,,,,,,1,,,,,,
,,,,1,1,27,7,2,2,8,1,2,1,2,17,2,1,,,,1,,,,,,,,,,,1
,,,,1,1,18,7,2,6,3,4,2,2,3,13,1,,1,,,,,,,,,1,,,,,
