Other,Tool,Economic,Connection,Info,Language,age,inc,party_lean,marital,educ2,emplnw,hisp,racem1,cregion,state,sex,Info,Knowledge,News,Education,Access,Find,Research,Share,Up to Date,Learn,Quantity,Speed,Ease,Quality,Freely,Other
,,,,1,1,28,8,3,1,6,1,2,1,4,30,2,,,,1,,,,,,,,,,1,,
,1,,,,1,55,3,2,3,5,1,2,2,3,12,1,,,,,,,,,,,,,,,,
,,1,1,,1,72,9,2,1,8,5,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,,1,1,65,6,1,1,4,3,2,9,4,41,2,1,,,,1,,,,,,,1,,,,1
,,,,1,1,29,99,2,6,6,1,2,2,1,25,1,1,,,,,,,,,,1,,,,,
,,,1,,1,29,1,1,6,6,1,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,,1,1,23,4,2,6,6,7,2,1,3,11,1,1,,,,1,,,,,,,,,,,1
,1,,,,1,69,7,1,1,4,3,2,1,3,54,1,,,,,,,,,,,,,,,,
,,,,1,1,64,3,2,3,6,3,2,1,1,44,2,1,,,,,,,,,,,,,,,
,,,1,,1,62,3,1,1,4,6,2,1,2,39,2,,,,,,,,,,,,,,,,
,,,1,,1,68,6,2,3,7,2,2,1,2,27,2,,,,,,,,,,,,,,,,
,,,,1,1,51,5,2,1,3,1,1,7,1,34,1,,,1,,,,,,,,,1,,,,
,,,,1,1,70,7,2,1,8,5,2,1,2,20,1,,,1,,,,,1,,,,,,,1,
,,,1,1,1,51,1,2,5,3,5,2,1,3,48,1,1,,,,1,1,,,,,,,,,,
,,,,1,1,43,9,2,1,7,1,2,1,1,25,1,,1,,,,,,,,,1,,,,,1
,,,,1,1,38,6,3,6,3,1,2,1,2,46,1,1,,,,1,,,,,1,,1,,,,
,,,1,1,1,32,9,1,6,6,1,2,1,3,48,2,1,,,,1,,,,,,1,1,,,,
,,,1,,1,39,3,1,2,6,2,2,8,2,29,2,,,,,,,,,,,,,,,,
,,,,1,1,42,8,2,1,6,2,2,3,3,12,1,,1,,,,,,,,,1,,,,,1
,,,1,1,1,53,2,3,3,5,1,2,1,3,12,2,1,,,,,,,,,,,,,,,
,,,1,,1,27,6,1,6,6,1,2,1,1,36,1,,,,,,,,,,,,,,,,
,,,,1,1,24,6,2,6,6,1,2,1,3,13,1,1,,,,,,,1,,,,,,,,
,1,,,,1,55,3,2,3,4,6,2,2,2,18,1,,,,,,,,,,,,,,,,
1,,,,,1,18,98,1,6,3,4,2,2,3,45,2,,,,,,,,,,,,,,,,
,,,,1,1,32,2,2,6,4,1,1,1,3,48,2,1,,,,,,,,,,,,,,,
,,,,1,1,74,5,1,1,4,3,2,1,1,42,1,,,1,,,,,,,,,,,,,1
,,,1,1,1,59,6,2,1,5,1,2,1,2,17,2,,,1,,,,,,1,,,,,,,
,,,,1,1,50,5,1,1,8,1,2,2,3,37,1,1,,,,1,,,,,,,,,,,
,,,,1,1,67,7,1,3,6,3,2,1,2,39,1,,,,,,1,,,,,,,,,,
,,,,1,1,59,5,1,1,4,3,2,1,2,27,1,,,1,,1,,,,,,,,,,,
,,,,1,1,55,9,2,1,3,1,1,7,4,6,1,,,,,,1,,,,,,,,,,
,,,,1,1,38,7,2,6,6,4,2,1,4,6,2,1,,,,1,,,,,,,,,,,
,,,1,,1,41,9,1,1,6,1,2,1,3,47,1,,,,,,,,,,,,,,,,
,,,,1,1,36,8,1,1,6,1,2,1,2,20,1,,1,,,,,,,,,,,,,,
,,,,1,1,36,8,1,1,8,1,2,1,1,42,2,1,,,,1,,,,,,,,,,,
,,,,1,1,51,3,1,3,3,1,2,1,3,21,2,,,,1,,,,,,,,,,,,
,,,,1,1,43,99,2,9,4,1,2,2,3,24,1,1,,,,1,,,,,,1,,,,,
,,,,1,1,66,8,2,1,8,3,2,1,3,45,1,1,,,,1,,,,,,,1,,,,
1,,,,,1,56,7,1,1,4,8,2,1,2,26,2,,,,,,,,,,,,,,,,
1,,,,,1,52,3,3,1,3,1,2,1,4,41,2,,,,,,,,,,,,,,,,
,,,,1,1,88,98,2,1,3,3,2,1,2,27,2,,,1,,,,,,1,,,,,,,
,,,,1,1,43,8,2,1,7,1,2,1,4,8,1,1,,,,1,,,,,,,,,,,
,,,,1,1,64,6,2,5,6,3,2,1,1,50,1,,,,,,,1,,,,,,,,1,
,,,,1,1,30,3,2,6,6,1,2,1,2,17,1,1,,,,,,,1,,,,,,,,
,,,,1,1,38,8,2,1,7,1,2,1,1,36,1,1,,,,1,,,,,,,,,,,
,,,,1,1,71,9,1,1,6,3,2,1,1,36,1,,,,,,1,,,,,,,,,,
,,,1,,1,56,2,2,3,3,3,2,2,3,48,2,,,,,,,,,,,,,,,,
,,,1,,1,34,9,2,1,6,1,2,3,1,36,1,,,,,,,,,,,,,,,,
,,,,1,1,30,4,2,6,6,1,2,1,2,55,2,1,,,,1,,,,,,,,,,,
,,,,1,1,51,7,1,1,6,1,2,1,4,49,2,1,,,,1,,,,,,,,,,,
,,1,,1,1,25,6,2,6,7,1,2,1,1,44,2,,,,1,,,1,,,,,,,,,
,,1,,,1,50,2,2,3,98,5,2,1,3,12,2,,,,,,,,,,,,,,,,
,,,,1,1,66,5,2,3,6,2,2,1,2,27,2,1,,,,1,,,,,,,,1,,,
,,,1,,1,37,3,2,1,4,1,2,2,2,26,2,,,,,,,,,,,,,,,,
,,,,1,1,26,3,3,1,6,1,2,2,3,5,1,1,,,,,,,,,,,,,,,
,,,1,,1,21,7,1,6,3,2,2,1,3,47,1,,,,,,,,,,,,,,,,
,1,,,1,1,66,8,2,5,8,3,2,1,2,26,2,,,,,,1,,,,,,,1,,,
,,,,1,1,73,3,1,5,3,6,2,1,3,48,2,1,,,,,,,,,,,,,,,
,,,,1,1,20,98,4,6,3,4,1,7,1,36,1,1,,,,,1,,,,,,,,,,
,,,1,1,1,20,1,4,6,6,8,2,2,3,12,1,,,1,,,,,1,,,,,1,,,1
,,,,1,1,47,9,1,1,6,2,2,1,3,37,2,,1,,,,,,,,,,,,,,
,1,,,,1,26,3,2,1,4,1,2,1,3,21,1,,,,,,,,,,,,,,,,
,,,,1,1,34,5,1,6,6,1,2,1,3,22,1,1,,,,,,,,,,,,,,1,
,,,,1,1,46,6,1,1,2,4,2,1,2,17,1,,,,,,1,,,,,,,,,,
,,,,1,1,60,4,2,1,2,1,1,7,3,40,1,1,,,,,,,,,,,,,,,
,,,,1,1,64,4,2,3,5,3,2,1,4,4,2,,,,1,,,,,,,,,,,,
,,,,1,1,61,3,1,2,4,6,2,1,3,54,1,1,,,,,,1,,,,,,,,,
,,,,1,1,25,2,3,6,4,2,9,9,4,8,1,1,,,,1,,,,,,,,,,1,
,,,1,,1,99,99,2,2,4,1,1,1,2,27,1,,,,,,,,,,,,,,,,
,,,,1,1,22,1,4,6,4,2,9,8,1,36,2,1,,,,,,,,,,,,,,,
,,,1,,1,65,99,2,3,6,1,2,2,3,54,1,,,,,,,,,,,,,,,,
,,,1,,1,62,9,1,1,7,1,2,1,2,29,1,,,,,,,,,,,,,,,,
,,,,1,1,65,3,2,6,5,3,2,1,3,47,1,,,,,,,,,1,,,,,,,
,,,,1,1,62,3,2,2,4,3,2,1,4,49,1,,,,,,,,,,1,,,1,,,
,,,,1,1,65,6,3,1,7,3,2,1,3,21,1,1,,,,1,,,,,,,1,,,,
1,,,,,1,59,8,2,1,8,1,2,1,4,53,1,,,,,,,,,,,,,,,,
,,,,1,1,55,6,2,1,3,1,2,2,3,24,1,1,,,,1,,,,,,,,1,,,
,,,1,1,1,35,2,2,3,4,1,2,1,1,36,2,1,,,,1,,,,,,,,,,,
,,,,,1,37,7,2,1,7,1,2,1,4,8,1,,,,,,,,,,,,,,,,
,,,,1,1,52,9,2,1,6,1,2,2,1,42,1,1,,,,,,,,,,,1,,,,
,,,1,1,1,56,8,2,4,8,1,9,9,2,27,1,,,1,,,,,1,1,,,,,,,
,,,,1,1,71,5,2,5,6,3,2,1,4,6,2,,,1,,,,,,1,,,,,,,1
,,,,1,1,71,8,1,1,6,3,2,1,4,8,1,1,,,,1,,,,1,,,,,,,
,,1,,,1,50,5,3,5,6,1,2,1,1,9,2,,,,,,,,,,,,,,,,
,,,,1,1,66,9,1,1,4,3,2,1,3,12,1,1,,,,,,,,,,,,,,,
,,,,1,1,69,2,2,6,8,3,2,1,1,36,2,,,,,,1,,,,,,,1,,,
,,,,1,1,38,9,3,1,7,1,2,1,3,48,1,1,,,,1,,,,,,,,,,,
,,,1,,1,74,2,2,5,2,3,2,2,1,42,2,,,,,,,,,,,,,,,,
,,1,,,1,60,1,2,3,5,6,2,1,3,13,1,,,,,,,,,,,,,,,,
,,,,1,1,46,4,1,6,4,1,2,1,2,27,1,,,,,,1,,,,,,1,,,,
,,,,1,1,30,7,2,1,6,1,2,1,1,50,1,,1,,,1,,,,,,,,,,,
,,,,1,1,24,5,1,1,6,2,2,1,4,53,2,1,,,,1,,,,,,,,1,,,
,,,,1,1,51,1,1,6,3,5,2,1,3,37,1,,,,1,,,,,,,,,,,,
,,,,1,1,47,3,2,2,2,4,1,1,3,51,1,,,,,,1,,,,,,,,,,
,,,,1,1,36,5,2,6,5,1,2,1,3,21,1,1,,,,,1,,,,,,,,,,
,,,1,,1,18,4,1,6,3,1,2,1,3,1,1,,,,,,,,,,,,,,,,
,,,,1,1,50,99,3,1,6,1,2,9,3,48,1,1,,,,,,,1,,,,,,,,
1,,,,,1,69,8,2,1,7,1,2,1,3,48,1,,,,,,,,,,,,,,,,
,,,1,,1,18,4,2,6,3,2,2,1,4,56,2,,,,,,,,,,,,,,,,
,,1,,,1,32,6,2,6,7,1,2,1,4,49,1,,,,,,,,,,,,,,,,
,,,,1,1,27,7,4,6,2,1,2,1,2,29,1,,,,,,,,,,1,,,,,,1
,,,1,,1,70,3,1,3,5,3,2,1,3,21,1,,,,,,,,,,,,,,,,
,,,,1,1,37,7,2,6,6,1,2,1,2,27,1,1,,,,1,,,,,,,,,,,
,,,,1,1,66,3,2,1,1,3,1,7,1,34,2,,,,,,,,,1,,1,,,,,1
,,,1,,1,46,7,1,1,5,1,2,1,1,42,1,,,,,,,,,,,,,,,,
,,,,1,1,55,6,2,1,8,2,2,1,4,49,2,1,,,,,,,,,,,,,,,
,,,1,,1,49,6,1,2,3,2,2,1,1,36,2,,,,,,,,,,,,,,,,
,,,1,1,1,35,5,3,1,3,4,2,2,3,12,2,,1,,,,,,1,,,,,,,,1
,,,,1,1,45,3,2,3,6,1,2,1,4,6,2,1,,,,1,,,,,,,1,,,,
,,,,1,1,75,99,1,5,3,3,2,1,2,39,2,,,,1,,,,,,,,,,,,
,,,1,,1,19,98,4,2,4,2,2,2,1,36,2,,,,,,,,,,,,,,,,
1,,,,,1,54,5,2,6,2,3,1,7,4,6,1,,,,,,,,,,,,,,,,
,,,,1,1,22,1,2,6,3,2,2,1,2,26,2,,,,1,,,,,,,,,,,,
,1,,,,1,23,9,2,2,3,3,2,2,4,6,1,,,,,,,,,,,,,,,,
1,,,,,1,58,3,2,1,3,1,2,2,3,28,1,,,,,,,,,,,,,,,,
,,,1,,1,48,9,1,1,6,3,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,,1,1,52,5,3,1,6,1,2,1,2,17,2,1,,,1,,,,,,,,,,,,
,,,,1,1,32,99,2,2,6,1,2,1,1,36,1,1,,,,1,,,,,,,,,,,
,,,1,,1,99,99,9,9,99,99,9,9,3,13,1,,,,,,,,,,,,,,,,
,,,1,,1,66,6,1,1,3,1,2,1,1,42,2,,,,,,,,,,,,,,,,
,,,1,,1,34,8,2,1,3,1,1,1,4,41,2,,,,,,,,,,,,,,,,
,1,,,,1,65,99,2,5,4,3,2,1,3,37,2,,,,,,,,,,,,,,,,
,,,,1,1,67,99,1,3,99,3,2,1,3,13,2,,,,,,1,,,,,,,,,,
1,,,,,1,71,9,1,1,8,3,2,1,3,51,1,,,,,,,,,,,,,,,,
,,,,1,1,67,9,2,4,4,1,1,7,1,36,2,1,,,,,,,1,,,,,,,,1
,1,,,1,1,40,3,2,6,7,4,2,2,3,12,2,,,1,,,,,,,,,,,,,
,,1,,,1,26,5,2,6,6,1,1,7,3,51,2,,,,,,,,,,,,,,,,
,,,1,1,1,57,8,2,1,6,1,2,1,1,36,1,,,1,,1,,,,,,,1,,,,
,,,,1,1,63,9,2,1,6,1,2,1,1,34,1,1,,,,,,,1,,,,,,,,
,1,1,1,1,1,28,5,2,6,7,1,2,1,3,12,2,,,,1,,,1,,,,,,,,,
,,,,1,1,60,8,1,1,6,1,2,1,4,49,1,1,,,,1,,,,,,1,1,,,,
,,,,1,1,57,8,2,1,3,1,2,1,3,5,2,1,,,,1,,,,,,,1,,,,
,,,,1,1,40,8,2,1,8,1,2,1,4,8,2,1,,,,,,,,,,,,,,,
,,,,1,1,71,98,1,5,3,3,2,1,1,36,1,1,,,,,,,,,,,,,,,
,,,,1,1,25,4,2,1,6,1,2,1,4,49,1,1,,,,,,,1,,,,,,,,
,,,,1,1,31,9,2,6,6,1,2,2,1,36,1,1,,,,1,,,,,,,,,,,1
,,1,,1,1,29,6,2,6,8,1,2,1,1,42,2,,1,,,,,,,,,,,1,1,,1
,,,1,,1,31,99,2,1,6,1,2,1,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,55,4,2,1,7,3,2,2,3,1,2,1,,,,1,,,,,,,,,,,
,,,,1,1,81,6,2,1,6,3,2,1,2,55,2,,,,,,1,,,,,,,,,,1
,,,,1,1,35,4,2,3,5,1,2,1,1,34,2,1,,,,1,,,,1,,,,,,,
1,,,,,1,66,3,2,1,3,3,2,1,4,6,2,,,,,,,,,,,,,,,,
,,,1,,1,67,99,1,1,3,3,2,1,2,55,2,,,,,,,,,,,,,,,,
,,,,1,1,66,7,2,1,5,3,2,1,2,29,1,1,,,,,,,,,,,,,1,,
,,,,1,1,55,6,2,6,7,1,2,2,3,37,1,1,,,,,,,,,,,,,,,
1,,,,,1,40,8,2,1,6,1,2,1,4,53,1,,,,,,,,,,,,,,,,
,,,,1,1,73,99,2,5,3,2,2,2,3,11,2,,1,,,,,,,,,,,,,,
,,,1,,1,39,8,3,1,7,1,2,1,1,42,2,,,,,,,,,,,,,,,,
,1,,1,,1,44,2,2,2,3,2,2,1,4,35,1,,,,,,,,,,,,,,,,
,1,,,,1,67,4,1,3,3,5,2,1,2,20,1,,,,,,,,,,,,,,,,
,,,,1,1,71,3,2,6,4,3,2,1,4,6,2,1,,,,,1,,,,,1,,,,,
,,,,1,1,47,8,2,6,6,1,2,2,4,6,2,1,,,1,,,1,,,,,,,,,
,,,,1,1,21,3,2,6,5,2,2,1,4,53,1,1,,,,,,,,,,,,,,1,
,,,,1,1,47,9,2,3,7,1,2,1,3,48,2,1,,,,1,,,,,,,,,,,
,,,1,,1,78,2,2,3,6,3,2,1,3,12,2,,,,,,,,,,,,,,,,
1,,,,,1,99,99,2,9,5,99,9,9,2,39,1,,,,,,,,,,,,,,,,
,,,,1,1,63,2,1,3,3,3,2,2,3,13,2,1,,,,1,,,,,,,,,,,
,,,,1,1,36,8,2,3,6,1,2,1,2,27,1,1,,,,,,,1,,,,,,,1,
,1,,,1,1,54,3,2,1,3,4,2,2,2,26,2,1,,,,,1,,,,,,,,,,
,,,,1,1,49,7,2,1,8,1,2,1,3,1,2,,1,,,,,,,,,,,,,,
,,,,1,1,82,6,1,2,6,5,2,1,4,49,1,1,1,,,1,,,,,,,,,,,
,,,,1,1,67,9,2,1,7,1,2,1,4,6,1,1,,,,1,,,1,,,,,1,,,
,,,1,,1,34,7,2,1,4,1,2,1,4,15,1,,,,,,,,,,,,,,,,
1,,,,,1,58,6,2,3,7,3,2,2,3,48,1,,,,,,,,,,,,,,,,
,,,1,,1,50,1,2,6,1,4,2,1,3,22,1,,,,,,,,,,,,,,,,
,,,1,1,1,48,7,1,1,4,2,2,1,1,42,2,1,,,,,,,1,,,,1,,,,
,,,,1,1,55,9,2,1,8,4,2,1,1,42,2,1,,,,,1,,,,,,,,,,
,,,1,,1,63,8,2,1,6,2,2,2,3,45,1,,,,,,,,,,,,,,,,
,,1,1,,1,50,6,2,2,6,1,2,2,3,37,1,,,,,,,,,,,,,,,,
,,1,,1,1,49,3,1,5,3,1,2,2,3,48,2,1,,,,,,,,,,,,,,,
,,,1,,1,41,8,3,1,4,1,2,1,4,32,2,,,,,,,,,,,,,,,,
,,,1,1,1,57,8,1,1,6,4,2,1,3,48,2,,,,,,,,,,1,1,,,,,
,,,,1,1,58,6,1,1,4,1,2,1,3,13,1,1,,,,,,,,,,,,,1,,
,,,,1,1,65,2,1,1,7,3,2,1,3,51,1,1,,,,,1,,,,,,,,,,
,,,,1,1,29,3,1,1,8,1,2,1,3,12,1,1,,,,,1,,1,,,,,,,,
,,,1,1,1,51,9,1,1,6,2,2,1,3,13,2,1,,,,,,,,,,,1,,,,
1,,,,,1,80,8,4,5,7,3,2,9,3,12,1,,,,,,,,,,,,,,,,
,,,,1,1,50,99,9,3,4,1,2,3,3,22,1,1,,,,,,,,,,1,,,,,
,1,,,,1,83,99,2,5,8,3,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,,1,1,54,9,2,1,6,1,2,1,1,36,1,1,,,,1,,,,,,,,,,,
,,,,1,1,22,9,1,6,4,7,1,1,3,13,2,1,,,,1,,,,,,1,,,1,,1
,,,,1,1,27,3,2,6,6,1,1,7,4,6,2,1,,,,,,,,,,,,,,,
,,,1,,1,63,7,3,1,6,3,2,1,2,19,1,,,,,,,,,,,,,,,,
,,,,1,1,41,5,2,1,6,2,2,1,3,21,2,1,,,1,,,,,,,,,,,,
,,,,1,1,58,99,1,1,5,1,2,1,1,36,2,1,,,,,,,,,,,1,,,,
,,,,1,1,29,3,2,1,5,1,1,1,4,6,1,,,,,,1,,,,,,1,,,,
,,,,1,1,24,6,2,6,6,1,2,3,4,6,1,1,,,,1,,,,,,,,,,,
,,,,1,1,29,6,4,6,4,1,2,1,1,23,1,,,,,,1,,,,,,,,,,
1,,,,,1,59,1,2,1,2,6,1,1,4,4,1,,,,,,,,,,,,,,,,
,,,,1,1,61,2,1,4,5,6,2,1,1,25,2,,,1,,,,,,1,,,,,,,1
,,,,1,1,39,8,1,1,5,1,2,1,4,41,2,,1,,,,,,,,,1,,,,,
1,,,,,1,32,2,1,1,3,1,2,1,2,18,2,,,,,,,,,,,,,,,,
,1,,,,1,63,7,3,1,5,3,2,1,1,36,2,,,,,,,,,,,,,,,,
,,,,1,1,66,2,2,1,4,3,1,1,3,13,1,1,,,,,,,,,,1,,,,,
,,,,1,1,43,8,4,3,3,1,2,1,1,42,1,1,,,1,1,,,,,,1,,,,,
,,,,1,1,30,99,9,9,99,99,9,9,4,6,2,1,,,,1,,,,,,,,1,,,
,,,1,,1,53,9,2,1,7,5,2,1,4,15,1,,,,,,,,,,,,,,,,
,,,,1,1,66,9,1,1,7,3,2,1,4,15,2,,,,1,1,,,,,,1,,,,,
1,,,,,1,63,6,1,1,6,5,2,1,3,21,1,,,,,,,,,,,,,,,,
,,,,1,1,74,4,1,2,6,3,2,1,4,35,1,,,,,,,,,,,,,,1,,1
,,,,1,1,70,6,2,3,6,3,2,1,2,20,2,1,,,,1,,,,,,,,,,,
,,,1,,1,37,3,3,4,1,2,1,3,2,18,2,,,,,,,,,,,,,,,,
,,,,1,1,49,9,1,1,5,1,2,1,3,1,1,,1,,,,,,,,,,,,,,
1,,,,,1,84,99,4,5,4,3,2,2,3,12,1,,,,,,,,,,,,,,,,
,,,,1,1,45,8,1,1,5,5,2,2,3,48,1,1,,,,,,,1,,,,,,,1,
,,,,1,1,31,7,2,2,7,1,2,1,1,25,1,1,,,,1,,,,,,,,,,,
1,,,,,1,18,8,1,6,2,2,2,1,1,42,1,,,,,,,,,,,,,,,,
,,,,1,1,62,3,2,5,3,1,2,2,3,12,2,1,,,,,,,,,,,,,,,
,,,1,1,1,63,7,2,1,7,1,2,1,3,37,1,1,,,,1,,,,,,,,,,,
1,,,,,1,52,9,1,3,6,5,2,1,3,24,1,,,,,,,,,,,,,,,,
,,,1,,1,29,3,2,6,4,4,2,2,1,36,2,,,,,,,,,,,,,,,,
,,,,1,1,56,8,2,1,8,1,2,1,2,17,2,1,,,,1,,,,,,,,,,,
1,,,,,1,80,7,2,1,6,3,2,1,1,50,2,,,,,,,,,,,,,,,,
,1,,,1,1,42,4,1,6,7,7,1,1,4,6,1,,,1,,,1,,,,,,,,,,
,,,,1,1,27,7,1,2,5,1,2,1,1,42,2,,,,,,1,,,,,,,1,,,
,,1,,,1,76,6,1,1,4,3,2,1,3,48,1,,,,,,,,,,,,,,,,
1,,,,,1,75,3,4,3,2,1,2,5,3,13,1,,,,,,,,,,,,,,,,
,,,,1,1,21,7,1,6,4,1,2,1,4,4,2,,,,,,,,,1,,,,,,,
,,,1,,1,60,4,1,1,5,3,2,1,2,55,1,,,,,,,,,,,,,,,,
,,,1,1,1,74,8,2,1,7,2,2,1,1,36,2,,1,,,,,,,,,,,,,,
,,,1,,1,29,2,2,6,5,2,1,7,1,36,1,,,,,,,,,,,,,,,,
,,,1,,1,30,1,2,1,6,5,2,1,4,41,1,,,,,,,,,,,,,,,,
,,,,1,1,40,4,2,6,3,1,1,1,4,6,1,,,,,,,,,1,,,,,,,
,,,1,,1,53,9,2,1,8,2,2,1,3,21,1,,,,,,,,,,,,,,,,
,,,1,,1,50,4,1,1,2,1,1,1,3,12,1,,,,,,,,,,,,,,,,
,,,1,,1,61,99,2,1,6,1,2,1,3,37,2,,,,,,,,,,,,,,,,
,,1,,1,1,35,3,2,1,4,2,2,1,3,5,2,,,,1,,,1,,,,,,,,,
,,,,1,1,42,99,1,1,6,1,1,1,3,48,1,,1,,,,,,1,,,,,,,,
,,1,1,,1,32,9,2,1,6,1,2,1,4,6,1,,,,,,,,,,,,,,,,
,,,,1,1,34,7,2,1,8,1,2,1,2,17,1,1,,,,,,,,,,,,,,,
,,,,1,1,21,98,4,6,3,4,2,2,2,27,1,,,,1,,,,,,,,,,,,
,,,1,,1,30,98,8,6,4,4,1,7,3,51,1,,,,,,,,,,,,,,,,
,,,,1,1,34,99,2,1,6,1,2,1,4,6,2,1,,,,1,,,,,,1,,1,,,
,,,1,1,1,28,8,3,6,7,1,2,3,4,6,1,1,,,,1,,,,,,,,1,,,
1,,,,,1,23,98,2,6,5,2,2,2,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,75,8,1,1,2,3,2,1,4,32,1,1,,,,,,,,,,1,,,,,1
,,,,1,1,52,7,2,1,4,1,2,1,2,55,1,1,,,,,,,,,,,,,,,1
,,,,1,1,36,8,1,1,8,1,2,1,3,51,2,1,,,,1,,,,,,,,,,,
,,,1,,1,69,9,3,1,7,1,2,1,3,13,1,,,,,,,,,,,,,,,,
,,,,1,1,80,6,1,1,6,3,2,1,2,29,2,1,,,,1,,,,,,,1,,,,
,,,,1,1,19,99,9,6,4,1,2,2,3,47,2,,,,,,1,,,,,,,,,,
,,,1,,1,33,1,2,6,4,4,2,1,3,48,2,,,,,,,,,,,,,,,,
1,,,,,1,67,9,2,1,6,2,2,1,2,55,1,,,,,,,,,,,,,,,,
,,,,1,1,69,99,9,1,5,3,2,1,3,12,2,1,,,,,,,,,,,,1,,,
,1,,,,1,34,2,2,6,4,2,2,1,2,27,2,,,,,,,,,,,,,,,,
,,,,1,1,67,9,1,1,7,1,9,9,4,6,1,1,,,,1,,,,,,,,,,,
,,,,1,1,33,9,2,1,6,1,2,1,4,53,1,1,,,,1,,,,,,,,,,,
,,,1,,1,64,5,3,5,4,1,2,1,3,48,1,,,,,,,,,,,,,,,,
,,,,1,1,60,9,1,1,5,1,2,2,3,12,2,1,,,,1,,,,,,,,1,,,
,,,,1,1,64,2,2,6,4,3,2,2,3,45,2,,,,,,,,,1,,,,,,,
1,,,,,1,51,9,2,1,6,1,2,1,2,17,2,,,,,,,,,,,,,,,,
,,,1,,1,37,4,2,2,6,1,2,3,4,53,1,,,,,,,,,,,,,,,,
,,,,1,1,51,9,2,1,8,2,2,1,4,41,2,1,,,,1,,,,,,,1,,,,
,,,,1,1,36,1,1,4,3,6,2,1,3,47,1,,,,1,,,,,,,,,,,,
,1,,,,1,73,5,2,1,5,3,2,1,1,36,2,,,,,,,,,,,,,,,,
,,,1,,1,27,6,2,1,4,1,2,1,3,13,1,,,,,,,,,,,,,,,,
,1,,,1,1,31,2,1,1,4,1,1,7,4,6,1,,,,1,,,,,,1,,,,,,
,,,,1,1,61,7,2,1,7,3,1,7,3,37,1,1,,,,,,,,,,,,,,,
,,,,1,1,40,6,2,6,8,1,2,2,1,36,2,1,,,,1,,,,,,,,,,,
,,,,1,1,67,7,2,1,3,3,2,1,3,51,2,,,,,,1,,,,,,1,,,,
,,,,1,1,70,8,1,5,8,3,2,1,3,13,1,1,,,,,,,1,,,,,,1,,
,,,,1,1,80,9,1,1,8,3,2,1,4,6,1,1,,,,1,,,,,,,,,,,
