Other,Tool,Economic,Connection,Info,Language,age,inc,party_lean,marital,educ2,emplnw,hisp,racem1,cregion,state,sex,Info,Knowledge,News,Education,Access,Find,Research,Share,Up to Date,Learn,Quantity,Speed,Ease,Quality,Freely,Other
,,,,,,,,,,,,,,1,25,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,39,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,26,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,51,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,21,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,19,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,19,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,22,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,5,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,34,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,42,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,47,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,35,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,42,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,34,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,5,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,8,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,32,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,32,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,42,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,2,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,26,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,26,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,45,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,39,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,42,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,31,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,31,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,8,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,40,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,39,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,26,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,51,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,21,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,53,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,45,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,34,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,25,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,45,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,42,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,26,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,9,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,34,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,33,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,47,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,22,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,26,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,55,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,18,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,28,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,55,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,51,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,39,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,51,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,39,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,22,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,40,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,28,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,5,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,49,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,41,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,32,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,53,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,53,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,41,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,26,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,39,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,34,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,42,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,41,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,45,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,47,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,51,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,34,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,9,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,19,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,19,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,19,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,28,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,49,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,35,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,49,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,30,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,49,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,35,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,16,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,41,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,41,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,50,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,45,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,21,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,45,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,20,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,25,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,45,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,33,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,26,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,34,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,18,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,55,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,49,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,35,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,55,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,30,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,50,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,51,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,31,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,25,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,53,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,55,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,30,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,16,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,5,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,44,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,42,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,29,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,51,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,29,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,29,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,51,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,18,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,47,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,42,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,18,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,29,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,29,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,39,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,45,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,34,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,24,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,26,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,34,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,47,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,55,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,42,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,9,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,23,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,20,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,20,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,39,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,53,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,34,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,41,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,8,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,40,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,53,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,53,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,6,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,42,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,13,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,12,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,39,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,37,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,26,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,27,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,45,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,21,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,48,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,17,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,16,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,53,2,,,,,,,,,,,,,,,,